block,species,chr,chr_beg,chr_end,orientation
783,CP018254.1,1,1588663,1590708,+
783,CP021347.1,1,2971624,2973659,-
782,CP018254.1,1,1573619,1579791,+
782,CP021347.1,1,2973986,2980159,-
781,CP018254.1,1,1275309,1276402,+
781,CP018254.1,1,3107251,3108344,-
780,CP033768.1,1,3290804,3293073,+
780,CP018332.1,1,61178,63447,+
779,CP033768.1,1,1666433,1668254,+
779,CP018254.1,1,1694719,1696542,-
779,CP018254.1,1,3336240,3338062,+
779,CP021347.1,1,291993,293803,+
778,CP033768.1,1,1400983,1402022,+
778,CP018254.1,1,2020184,2021235,-
777,CP033768.1,1,573708,600083,+
777,CP021347.1,1,2406110,2432501,+
776,CP033768.1,1,557776,560392,+
776,CP021347.1,1,2391537,2394145,+
775,CP015364.1,1,2401400,2403890,+
775,CP021347.1,1,1440982,1443471,-
774,CP051862.1,1,3653764,3656752,+
774,CP021347.1,1,1610018,1613006,-
773,CP051862.1,1,3639222,3641293,+
773,CP018254.1,1,118339,120411,-
772,CP051862.1,1,3632309,3637895,+
772,CP018254.1,1,120426,126012,-
771,CP051862.1,1,3465840,3471814,+
771,CP021347.1,1,1785697,1791670,-
770,CP051862.1,1,2996790,2998448,+
770,CP021347.1,1,2249702,2251360,-
769,CP051862.1,1,2966245,2968124,+
769,CP021347.1,1,2276201,2278081,-
768,CP051862.1,1,2295500,2297368,+
768,CP021347.1,1,2986218,2988085,-
767,CP051862.1,1,2293089,2295499,+
767,CP018254.1,1,1565192,1567602,+
767,CP021347.1,1,2988087,2990497,-
766,CP051862.1,1,2291158,2292310,+
766,CP018254.1,1,1563261,1564413,+
766,CP021347.1,1,2991276,2992427,-
765,CP051862.1,1,2285548,2286805,+
765,CP018254.1,1,1557648,1558905,+
765,CP021347.1,1,2996780,2998038,-
764,CP051862.1,1,1975051,1983731,+
764,CP018254.1,1,1991385,2000068,-
764,CP021347.1,1,3286776,3295456,-
763,CP051862.1,1,1954381,1960875,+
763,CP021347.1,1,3309861,3316355,-
762,CP051862.1,1,1896217,1897675,+
762,CP018254.1,1,2112836,2114294,-
762,CP018254.1,1,2166533,2167991,-
762,CP021347.1,1,3355138,3356596,-
761,CP051862.1,1,1894919,1896215,+
761,CP021347.1,1,3356597,3357906,-
760,CP051862.1,1,1882989,1890044,+
760,CP021347.1,1,3362768,3369806,-
759,CP051862.1,1,1844587,1865381,+
759,CP021347.1,1,3387417,3408211,-
758,CP051862.1,1,1489435,1491925,+
758,CP051862.1,1,1666420,1668909,-
758,CP051862.1,1,1746745,1749235,+
758,CP051862.1,1,2239445,2241934,-
758,CP051862.1,1,2994055,2996573,-
757,CP051862.1,1,1402353,1403539,+
757,CP021347.1,1,14028,15215,-
756,CP051862.1,1,1378600,1381084,+
756,CP021347.1,1,30428,32911,-
755,CP051862.1,1,1375355,1377569,+
755,CP021347.1,1,33942,36156,-
754,CP051862.1,1,1340815,1342561,+
754,CP021347.1,1,91552,93299,-
753,CP051862.1,1,1315218,1316296,+
753,CP033768.1,1,756823,757902,+
753,CP021347.1,1,114922,116000,-
752,CP051862.1,1,1204124,1207815,+
752,CP021347.1,1,265931,269621,-
751,CP051862.1,1,1070040,1071273,+
751,CP051862.1,1,2282694,2283924,+
751,CP051862.1,1,3137053,3138285,+
751,CP051862.1,1,3266365,3267598,-
751,CP051862.1,1,3453687,3454932,-
750,CP051862.1,1,953464,954492,+
750,CP021347.1,1,552598,553627,-
749,CP051862.1,1,583422,587238,+
749,CP033768.1,1,33280,37095,+
748,CP051862.1,1,582370,583421,+
748,CP033768.1,1,32228,33279,+
748,CP018332.1,1,917559,918571,+
748,CP021347.1,1,923154,924205,-
747,CP051862.1,1,579657,581408,+
747,CP033768.1,1,29515,31266,+
746,CP051862.1,1,577207,578415,+
746,CP033768.1,1,27065,28273,+
745,CP051862.1,1,574646,576791,+
745,CP033768.1,1,24504,26649,+
745,CP021347.1,1,930354,932497,-
744,CP051862.1,1,563011,574361,+
744,CP033768.1,1,12925,24219,+
744,CP021347.1,1,932782,944133,-
743,CP051862.1,1,552221,563009,+
743,CP033768.1,1,767,11572,+
743,CP021347.1,1,944134,954915,-
742,CP051862.1,1,548994,550429,+
742,CP018332.1,1,542837,544273,+
741,CP051862.1,1,89942,91332,+
741,CP033768.1,1,3319688,3321079,+
740,CP047973.1,1,3663215,3667348,+
740,CP051862.1,1,179588,183729,-
740,CP033768.1,1,3411673,3415814,-
740,CP021347.1,1,1319133,1323275,+
739,CP047973.1,1,3550131,3551575,+
739,CP018332.1,1,291099,292542,-
738,CP047973.1,1,3458736,3462393,+
738,CP033768.1,1,3614563,3618233,-
738,CP021347.1,1,1113328,1116993,+
737,CP047973.1,1,3290717,3292452,+
737,CP018332.1,1,545842,547573,-
736,CP047973.1,1,3286539,3289433,+
736,CP018332.1,1,547575,550469,-
735,CP047973.1,1,3284150,3285544,+
