id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,123h–124t,5345,0.0038981700000000003,2,5,0.04201082999999999,6,False
2,83h–84t,69,0.00106358,1,3,0.0016464199999999998,4,False
3,65h–66t,24683,0.00084026,3,9,0.007451540000000002,10,False
4,79h–82t,32695,0.0008318399999999999,3,8,0.00807092,12,False
5,69h–70t,3122,0.00072734,1,3,0.00072734,3,False
6,66h–67t,1026,0.00072734,1,3,0.00072734,3,False
7,24h–26t,5549,0.00038176,1,3,0.00038176,3,False
8,85h–86t,3377,0.00029330000000000003,2,6,0.0007387,6,False
9,52h–53t,5295,0.00029330000000000003,2,6,0.0007387,6,False
10,47h–48t,3737,0.00027578,2,5,0.036067100000000005,9,False
11,56h–58t,36963,0.00022128,1,3,0.006932560000000001,6,False
12,48h–49t,8630,5.4499999999999997e-05,1,2,0.00081664,3,False
13,121h–122t,3463,0,0,0,0.019893909999999997,4,False
14,82h–83t,6612,0,0,0,0.016505799999999994,3,False
15,125h–126t,12002,0,0,0,0.01644692,5,False
16,88h–92t,2006,0,0,0,0.01562779,8,False
17,128h–129t,5670,0,0,0,0.013198099999999999,3,False
18,133h–134t,5534,0,0,0,0.010355499999999998,3,False
19,16h–17t,717,0,0,0,0.00873454,3,False
20,87h–88t,3067,0,0,0,0.00478864,3,False
21,4h–5t,667,0,0,0,0.0039004699999999996,2,False
22,17h–18t,718,0,0,0,0.0039004699999999996,2,False
23,50h–51t,27863,0,0,0,0.00352129,2,False
24,117h–118t,5,0,0,0,0.00268609,2,False
25,97h–98t,3257,0,0,0,0,0,True
26,96h–97t,7621,0,0,0,0,0,True
27,95h–96t,1985,0,0,0,0,0,True
28,90h–91t,7051,0,0,0,0,0,True
29,7h–8t,1,0,0,0,0,0,True
30,78h–79t,144,0,0,0,0,0,True
31,77h–78t,9458,0,0,0,0,0,True
32,76h–77t,3632,0,0,0,0,0,True
33,75h–76t,437,0,0,0,0,0,True
34,74h–75t,309,0,0,0,0,0,True
35,71h–72t,1,0,0,0,0,0,True
36,70h–71t,6027,0,0,0,0,0,True
37,6h–7t,1,0,0,0,0,0,True
38,68h–69t,1982,0,0,0,0,1,True
39,63h–64t,382,0,0,0,0,0,True
40,62h–63t,5473,0,0,0,0,1,True
41,58h–59t,4779,0,0,0,0,1,True
42,55h–56t,18190,0,0,0,0,0,True
43,54h–55t,566,0,0,0,0,0,True
44,51h–52t,3675,0,0,0,0,1,True
45,49h–50t,1,0,0,0,0,0,True
46,46h–47t,1153,0,0,0,0,1,True
47,45h–46t,89,0,0,0,0,1,True
48,42h–43t,1672,0,0,0,0,1,True
49,38h–39t,84,0,0,0,0,1,True
50,35h–36t,1,0,0,0,0,0,True
51,34h–35t,1,0,0,0,0,0,True
52,31h–34t,15782,0,0,0,0,0,True
53,30h–31t,1,0,0,0,0,0,True
54,27h–30t,15401,0,0,0,0,0,True
55,26h–27t,545,0,0,0,0,1,True
56,14h–15t,4566,0,0,0,0,0,True
57,13h–14t,1141,0,0,0,0,1,True
58,134h–135t,299,0,0,0,0,1,True
59,132h–133t,683,0,0,0,0,1,True
60,131h–132t,611,0,0,0,0,0,True
61,130h–131t,1,0,0,0,0,0,True
62,129h–130t,1031,0,0,0,0,1,True
63,126h–127t,1871,0,0,0,0,1,True
64,120h–121t,3247,0,0,0,0,1,True
65,11h–12t,1,0,0,0,0,0,True
66,119h–120t,1531,0,0,0,0,0,True
67,118h–119t,1,0,0,0,0,0,True
68,116h–117t,1,0,0,0,0,1,True
69,111h–112t,585,0,0,0,0,1,True
70,10t–9h,930,0,0,0,0,1,True
71,10h–11t,5999,0,0,0,0,1,True
72,109h–110t,52,0,0,0,0,1,True
73,107h–108t,1,0,0,0,0,1,True
74,101h–102t,1059,0,0,0,0,1,True
75,100t–99h,4014,0,0,0,0,1,True
76,100h–101t,2976,0,0,0,0,1,True
