id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,239h–240t,872,0.009697379999999999,2,14,0.0183699,14,False
2,238h–239t,841,0.009697379999999999,2,14,0.0183699,14,False
3,254h–255t,5345,0.0038981700000000003,2,5,0.04201082999999999,6,False
4,173h–174t,69,0.00106358,1,3,0.0016464199999999998,4,False
5,129h–130t,24683,0.00084026,3,9,0.007451540000000002,10,False
6,157h–170t,29502,0.0008318399999999999,3,8,0.00807092,12,False
7,136h–139t,3122,0.00072734,1,3,0.00072734,3,False
8,131h–132t,1026,0.00072734,1,3,0.00072734,3,False
9,51h–53t,5549,0.00038176,1,3,0.00038176,3,False
10,177h–179t,2082,0.00029330000000000003,2,6,0.00144998,7,False
11,100h–101t,642,0.00029330000000000003,2,6,0.0007387,6,False
12,89h–91t,3737,0.00027578,2,5,0.036067100000000005,9,False
13,116h–117t,4005,0.00022128,1,3,0.006932560000000001,6,False
14,91h–92t,8630,5.4499999999999997e-05,1,2,0.00081664,3,False
15,171h–173t,6612,0,0,0,0.016505799999999994,3,False
16,182h–191t,2006,0,0,0,0.01562779,8,False
17,264h–265t,5670,0,0,0,0.013198099999999999,3,False
18,258h–259t,7047,0,0,0,0.012114719999999999,4,False
19,270h–271t,5534,0,0,0,0.010355499999999998,3,False
20,31h–32t,717,0,0,0,0.00873454,3,False
21,181h–182t,3067,0,0,0,0.00478864,3,False
22,32h–33t,718,0,0,0,0.0039004699999999996,2,False
23,10h–11t,667,0,0,0,0.0039004699999999996,2,False
24,242h–243t,5,0,0,0,0.00163457,2,False
25,250h–251t,1,0,0,0,0.00102662,3,False
26,97h–98t,3675,0,0,0,0,1,True
27,95h–96t,617,0,0,0,0,0,True
28,94h–95t,5900,0,0,0,0,1,True
29,93h–94t,1,0,0,0,0,0,True
30,88h–89t,1153,0,0,0,0,1,True
31,87h–88t,89,0,0,0,0,1,True
32,80h–81t,1622,0,0,0,0,1,True
33,79h–80t,1672,0,0,0,0,1,True
34,74h–75t,84,0,0,0,0,1,True
35,6h–7t,300,0,0,0,0,1,True
36,67h–68t,1,0,0,0,0,0,True
37,66h–67t,1,0,0,0,0,0,True
38,61h–65t,15782,0,0,0,0,0,True
39,60h–61t,1,0,0,0,0,0,True
40,55h–60t,15401,0,0,0,0,0,True
41,53h–54t,545,0,0,0,0,1,True
42,47h–48t,1,0,0,0,0,0,True
43,45h–46t,1,0,0,0,0,0,True
44,43h–44t,1,0,0,0,0,0,True
45,41h–43t,3334,0,0,0,0,0,True
46,3h–6t,8666,0,0,0,0,1,True
47,39h–40t,811,0,0,0,0,0,True
48,38h–39t,540,0,0,0,0,0,True
49,291h–96h,10542,0,0,0,0,0,True
50,290t–97t,2751,0,0,0,0,0,True
51,28h–29t,13,0,0,0,0,0,True
