id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,112h–113t,3340,0,0,0,0.008691649999999999,2,False
2,108h–112t,15549,0,0,0,0.008691649999999999,2,False
3,94h–95t,8250,0,0,0,0,1,True
4,81h–82t,9488,0,0,0,0,1,True
5,76h–77t,766,0,0,0,0,1,True
6,63h–64t,4485,0,0,0,0,0,True
7,62h–63t,2790,0,0,0,0,0,True
8,34t–47t,1444,0,0,0,0,1,True
9,33h–46h,8748,0,0,0,0,1,True
10,18h–19t,127,0,0,0,0,0,True
11,17h–18t,4559,0,0,0,0,0,True
12,142h–1t,17413,0,0,0,0,1,True
13,141h–142t,2242,0,0,0,0,1,True
14,126h–128t,18394,0,0,0,0,1,True
15,124h–125t,3958,0,0,0,0,1,True
16,122h–123t,603,0,0,0,0,1,True
17,114h–116t,6277,0,0,0,0,1,True
18,107h–108t,7206,0,0,0,0,1,True
