strain,character_state,character_state_annotation
LS483362.1,1,1 copies
CP022080.1,1,1 copies
CP047478.1,1,1 copies
CP022559.1,1,1 copies
CP022470.1,1,1 copies
CP028910.1,1,1 copies
CP023446.1,1,1 copies
LR134502.1,1,1 copies
CP022440.1,1,1 copies
CP017863.1,1,1 copies
CP006689.1,1,1 copies
CP047484.1,1,1 copies
CP028911.1,1,1 copies
CP022076.1,1,1 copies
CP012213.1,1,1 copies
CP006006.1,1,1 copies
CP020776.1,1,1 copies
CP010058.1,1,1 copies
CP006685.1,1,1 copies
CP034393.1,1,1 copies
CP020045.1,1,1 copies
CP028912.1,1,1 copies
CP047477.1,1,1 copies
LR134359.1,1,1 copies
CP017860.1,1,1 copies
CP017456.1,1,1 copies
CP012220.1,1,1 copies
LR134497.1,1,1 copies
CP022079.1,1,1 copies
CP023343.1,1,1 copies
CP007193.1,1,1 copies
CP022439.1,1,1 copies
CP006686.1,1,1 copies
CP045048.1,1,1 copies
CP019965.1,1,1 copies
CP000768.1,1,1 copies
CP007188.1,1,1 copies
CP012221.1,1,1 copies
CP012206.1,1,1 copies
CP007751.1,1,1 copies
CP002029.1,1,1 copies
CP022077.1,1,1 copies
CP019838.1,1,1 copies
CP012210.1,1,1 copies
CP005388.1,1,1 copies
CP027403.1,1,1 copies
CP045789.1,1,1 copies
CP014344.1,1,1 copies
CP006851.1,1,1 copies
LR134507.1,1,1 copies
CP012149.1,1,1 copies
CP001900.1,1,1 copies
CP017031.1,1,1 copies
CP014744.1,1,1 copies
CP012217.1,1,1 copies
CP000025.1,1,1 copies
CM000854.1,1,1 copies
CP007190.1,1,1 copies
AL111168.1,1,1 copies
CP001876.1,1,1 copies
HG428754.1,1,1 copies
CP008787.1,1,1 copies
CP041584.1,1,1 copies
CP007191.1,1,1 copies
CP053659.1,1,1 copies
LS483295.1,1,1 copies
CP012211.1,1,1 copies
LR134511.1,1,1 copies
CP023866.1,1,1 copies
CP017862.1,1,1 copies
CP003871.4,1,1 copies
CP047480.1,1,1 copies
CP007192.1,1,1 copies
CP012214.1,1,1 copies
CP028372.1,1,1 copies
CM000855.1,0,0 copies
CP015209.1,1,1 copies
CP001960.1,1,1 copies
CP007189.1,1,1 copies
CP017029.1,1,1 copies
CP012216.1,1,1 copies
CP006687.1,1,1 copies
LR134530.1,1,1 copies
CP017229.1,1,1 copies
CP023543.1,1,1 copies
CP006688.1,1,1 copies
CP012696.1,1,1 copies
LN831025.1,1,1 copies
CP023867.1,1,1 copies
CP000814.1,1,1 copies
CP014742.1,1,1 copies
HE978252.1,1,1 copies
CP006709.2,1,1 copies
CP012690.1,1,1 copies
CP010307.1,1,1 copies
CP012689.1,1,1 copies
CP012224.1,1,1 copies
