block,species,chr,chr_beg,chr_end,orientation
201,CP065432.1,1,3991826,4015715,+
201,CP015121.1,1,3956320,3980215,+
201,CP033243.1,1,3982087,4005994,+
201,CP027611.1,1,1284873,1308774,-
201,CP046898.1,1,3905160,3929104,+
201,CP026711.1,1,564797,588698,-
201,CP046654.1,1,1321735,1345631,-
201,CP047973.1,1,3868282,3892201,+
201,CP051862.1,1,3738522,3762376,+
201,CP059040.1,1,3956286,3980181,+
201,CP015364.1,1,2326203,2350087,-
201,CP045110.1,1,18316,42212,-
201,CP033768.1,1,3205330,3229244,+
201,CP018254.1,1,4226136,4250048,+
201,CP018332.1,1,3661808,3685671,+
201,CP021347.1,1,1505181,1529048,-
200,CP065432.1,1,3983772,3991824,+
200,CP015121.1,1,3948266,3956318,+
200,CP033243.1,1,3974033,3982085,+
200,CP027611.1,1,1308775,1316827,-
200,CP046898.1,1,3897106,3905158,+
200,CP026711.1,1,588699,596751,-
200,CP046654.1,1,1345632,1353684,-
200,CP047973.1,1,3860228,3868280,+
200,CP051862.1,1,3730479,3738520,+
200,CP059040.1,1,3948232,3956284,+
200,CP015364.1,1,2350088,2358140,-
200,CP045110.1,1,42213,50265,-
200,CP033768.1,1,3197287,3205328,+
200,CP018254.1,1,4218082,4226134,+
200,CP018332.1,1,3652274,3660342,+
200,CP021347.1,1,1529049,1537090,-
199,CP065432.1,1,3954573,3978228,+
199,CP015121.1,1,3919067,3942722,+
199,CP033243.1,1,3944831,3968485,+
199,CP027611.1,1,1322373,1346030,-
199,CP046898.1,1,3867888,3891561,+
199,CP026711.1,1,602297,626304,-
199,CP046654.1,1,1359229,1382883,-
199,CP047973.1,1,3831026,3854682,+
199,CP051862.1,1,23400,47050,-
199,CP059040.1,1,3919033,3942688,+
199,CP015364.1,1,2363683,2387340,-
199,CP045110.1,1,55810,79464,-
199,CP033768.1,1,3253332,3276984,-
199,CP018254.1,1,4188881,4212537,+
199,CP018332.1,1,23665,47319,-
199,CP021347.1,1,1457529,1481181,+
198,CP065432.1,1,3944933,3953570,+
198,CP015121.1,1,3873265,3881899,+
198,CP033243.1,1,3935209,3943827,+
198,CP027611.1,1,1347035,1355693,-
198,CP046898.1,1,3856931,3865587,+
198,CP026711.1,1,627309,635945,-
198,CP046654.1,1,1420052,1428686,-
198,CP047973.1,1,3821441,3830022,+
198,CP051862.1,1,48055,56676,-
198,CP059040.1,1,3873231,3881865,+
198,CP015364.1,1,2388345,2396961,-
198,CP045110.1,1,116633,125267,-
198,CP033768.1,1,3277989,3286606,-
198,CP018254.1,1,4179284,4187877,+
198,CP018332.1,1,48324,56980,-
198,CP021347.1,1,1447907,1456525,+
196,CP065432.1,1,3910120,3924640,+
196,CP015121.1,1,3838452,3852972,+
196,CP033243.1,1,3898430,3912929,+
196,CP027611.1,1,1377066,1391705,-
196,CP046898.1,1,3823815,3838642,+
196,CP026711.1,1,661946,676585,-
196,CP046654.1,1,1448979,1463498,-
196,CP047973.1,1,3784298,3798986,+
196,CP051862.1,1,75193,89859,-
196,CP059040.1,1,3838418,3852938,+
196,CP015364.1,1,2421072,2435571,-
196,CP045110.1,1,145560,160080,-
196,CP033768.1,1,3304958,3319605,-
196,CP018254.1,1,4142985,4157666,+
196,CP018332.1,1,75437,90108,-
196,CP021347.1,1,1409440,1424080,+
195,CP065432.1,1,3884692,3893771,+
195,CP015121.1,1,3813034,3822113,+
195,CP033243.1,1,3873253,3882332,+
195,CP027611.1,1,1400511,1409588,-
195,CP046898.1,1,3796120,3805199,+
195,CP026711.1,1,686277,695355,-
195,CP046654.1,1,1479837,1488915,-
195,CP047973.1,1,3759014,3768093,+
195,CP051862.1,1,96476,105562,-
195,CP059040.1,1,3813000,3822079,+
195,CP015364.1,1,2451669,2460747,-
195,CP045110.1,1,176419,185497,-
195,CP033768.1,1,3328551,3337644,-
195,CP018254.1,1,4121249,4130321,+
195,CP018332.1,1,94074,103160,-
195,CP021347.1,1,1396387,1405474,+
194,CP065432.1,1,3871948,3881749,+
194,CP015121.1,1,3800290,3810091,+
194,CP033243.1,1,3860509,3870310,+
194,CP027611.1,1,1412531,1422333,-
194,CP046898.1,1,3783376,3793177,+
194,CP026711.1,1,698298,708100,-
194,CP046654.1,1,1491858,1501660,-
194,CP047973.1,1,3746270,3756071,+
194,CP051862.1,1,108505,118307,-
194,CP059040.1,1,3800256,3810057,+
194,CP015364.1,1,2463690,2473492,-
194,CP045110.1,1,188440,198242,-
194,CP033768.1,1,3340587,3350389,-
194,CP018254.1,1,4108505,4118306,+
194,CP018332.1,1,106103,115905,-
194,CP021347.1,1,1385453,1395254,+
192,CP065432.1,1,3821786,3849996,+
192,CP015121.1,1,3750128,3778338,+
192,CP033243.1,1,3809332,3837540,+
192,CP027611.1,1,1444304,1472501,-
192,CP046898.1,1,3733209,3761414,+
192,CP026711.1,1,730957,759154,-
192,CP046654.1,1,1523611,1551821,-
192,CP047973.1,1,3696058,3724273,+
192,CP051862.1,1,123955,152152,-
192,CP059040.1,1,3750094,3778304,+
192,CP015364.1,1,2496460,2524668,-
192,CP045110.1,1,220193,248403,-
192,CP033768.1,1,3356037,3384235,-
192,CP018254.1,1,4057678,4086505,+
192,CP018332.1,1,121553,150380,-
192,CP021347.1,1,1350719,1378929,+
191,CP065432.1,1,3809775,3821785,+
191,CP015121.1,1,3738117,3750127,+
191,CP033243.1,1,3797320,3809331,+
191,CP027611.1,1,1472503,1484513,-
