block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
63,0,0.0214816,1,5,0.7906976744186046,False
61,1,0.02096437,1,4,0.8837209302325582,False
23,2,0.01629977,1,4,0.9069767441860465,False
108,3,0.01402616,2,7,0.9302325581395349,False
109,4,0.013496919999999999,2,9,0.5813953488372093,False
107,3,0.013433199999999998,2,6,0.9534883720930233,False
106,3,0.013433199999999998,2,6,0.9534883720930233,False
49,5,0.0103081,1,3,0.9069767441860465,False
20,6,0.0009713800000000001,1,2,5.767441860465116,False
104,7,0.00048635,2,5,0.2558139534883721,False
103,7,0.00048635,2,5,0.2558139534883721,False
113,8,6.286e-05,1,2,0.09302325581395349,False
105,9,5.058e-05,1,2,0.4186046511627907,False
112,10,0,0,0,0.046511627906976744,True
111,11,0,0,0,0.046511627906976744,True
110,11,0,0,0,0.046511627906976744,True
102,12,0,0,0,1,True
101,12,0,0,0,1,True
100,12,0,0,0,1,True
99,12,0,0,0,0.9534883720930233,True
98,12,0,0,0,1,True
97,12,0,0,0,1,True
96,13,0,0,0,1,True
95,13,0,0,0,1,True
94,13,0,0,0,1,True
93,13,0,0,0,1,True
92,13,0,0,0,1,True
91,13,0,0,0,1,True
90,13,0,0,0,1,True
89,13,0,0,0,1,True
88,13,0,0,0,1,True
87,13,0,0,0,1,True
86,13,0,0,0,1,True
85,13,0,0,0,1,True
84,13,0,0,0,1,True
83,13,0,0,0,1,True
82,13,0,0,0,1,True
81,13,0,0,0,1,True
80,13,0,0,0,1,True
79,13,0,0,0,1,True
78,13,0,0,0,1,True
77,13,0,0,0,1,True
76,13,0,0,0,1,True
75,5,0,0,0,1,True
74,5,0,0,0,1,True
73,5,0,0,0,1,True
72,5,0,0,0,1,True
71,5,0,0,0,1,True
70,5,0,0,0,1,True
69,5,0,0,0,1,True
68,5,0,0,0,1,True
67,5,0,0,0,1,True
66,5,0,0,0,1,True
65,5,0,0,0,1,True
64,5,0,0,0,0.9767441860465116,True
62,5,0,0,0,1,True
60,5,0,0,0,1,True
59,5,0,0,0,1,True
58,5,0,0,0,1,True
57,5,0,0,0,0.9767441860465116,True
56,5,0,0,0,1,True
55,5,0,0,0,1,True
54,5,0,0,0,1,True
53,5,0,0,0,1,True
52,5,0,0,0,1,True
51,5,0,0,0,1,True
50,5,0,0,0,1,True
48,5,0,0,0,1,True
47,5,0,0,0,1,True
46,5,0,0,0,1,True
45,5,0,0,0,1,True
44,5,0,0,0,1,True
43,5,0,0,0,0.9534883720930233,True
42,5,0,0,0,1,True
41,5,0,0,0,1,True
40,14,0,0,0,1,True
39,14,0,0,0,1,True
38,14,0,0,0,0.9767441860465116,True
37,14,0,0,0,0.9534883720930233,True
36,14,0,0,0,0.9767441860465116,True
35,14,0,0,0,1,True
34,14,0,0,0,1,True
33,14,0,0,0,1,True
32,14,0,0,0,1,True
31,14,0,0,0,1,True
30,14,0,0,0,1,True
29,14,0,0,0,1,True
28,14,0,0,0,1,True
27,14,0,0,0,1,True
26,14,0,0,0,1,True
25,14,0,0,0,0.9767441860465116,True
24,14,0,0,0,1,True
22,12,0,0,0,1,True
21,12,0,0,0,1,True
19,12,0,0,0,1,True
18,12,0,0,0,1,True
17,12,0,0,0,1,True
16,12,0,0,0,1,True
15,12,0,0,0,1,True
14,12,0,0,0,1,True
13,12,0,0,0,1,True
12,12,0,0,0,0.9767441860465116,True
11,12,0,0,0,0.9534883720930233,True
10,12,0,0,0,0.9534883720930233,True
9,12,0,0,0,1,True
8,12,0,0,0,1,True
7,12,0,0,0,1,True
6,12,0,0,0,1,True
5,12,0,0,0,1,True
4,12,0,0,0,1,True
3,12,0,0,0,1,True
2,12,0,0,0,1,True
1,12,0,0,0,1,True
