block,species,chr,chr_beg,chr_end,orientation
588,CP047480.1,1,92637,93643,+
588,CP047477.1,1,247569,248575,-
587,CP034393.1,1,684454,685475,+
587,CP005388.1,1,755881,756902,+
586,CP023543.1,1,1146312,1149952,+
586,CP045789.1,1,1146241,1149881,+
586,CP045048.1,1,1652410,1656056,+
585,CP023543.1,1,1138113,1139355,+
585,CP045789.1,1,1138042,1139284,+
584,LR134530.1,1,1200592,1201617,+
584,CP012224.1,1,1315782,1316792,+
583,CP028372.1,1,1422144,1423761,+
583,CP023543.1,1,1033894,1035511,+
583,CP045789.1,1,1033823,1035440,+
582,CP028372.1,1,1420124,1422008,+
582,CP023543.1,1,1031874,1033758,+
582,CP045789.1,1,1031803,1033687,+
581,CP028372.1,1,473442,475327,+
581,CP045048.1,1,517759,519644,+
580,CP008787.1,1,1381667,1386354,+
580,CP012149.1,1,1346579,1351266,+
580,CP001900.1,1,1346565,1351252,+
579,CP008787.1,1,1374004,1380094,+
579,CP012149.1,1,1338916,1345006,+
579,CP001900.1,1,1338903,1344992,+
578,CP012689.1,1,1510523,1514036,+
578,CP012690.1,1,1510524,1514037,+
578,CP002029.1,1,1510743,1514257,+
577,CP012689.1,1,1400836,1404538,+
577,CP012690.1,1,1400837,1404539,+
577,CP002029.1,1,1400710,1404412,+
576,CP012689.1,1,1394694,1396470,+
576,CP012690.1,1,1394694,1396470,+
576,CP002029.1,1,1394567,1396343,+
575,CP012689.1,1,1385108,1386236,+
575,CP012690.1,1,1385110,1386238,+
575,CP002029.1,1,1384981,1386109,+
574,CP012689.1,1,743313,744898,+
574,CP012690.1,1,743317,744902,+
574,CP002029.1,1,742657,744244,+
573,CP012689.1,1,146635,149049,+
573,CP012690.1,1,146638,149052,+
572,CP012689.1,1,56564,59416,+
572,CP022079.1,1,48287,51123,+
572,CP012690.1,1,56565,59417,+
572,CP041584.1,1,48233,51070,+
571,CP017229.1,1,1378867,1380801,+
571,CP015209.1,1,1424139,1426073,+
571,CP017456.1,1,1416051,1417985,+
570,CP017229.1,1,1350253,1351679,+
570,CP015209.1,1,1395525,1396951,+
570,CP017456.1,1,1387436,1388862,+
569,CP017229.1,1,1346057,1348784,+
569,CP015209.1,1,1391329,1394056,+
569,CP017456.1,1,1383240,1385967,+
568,CP017229.1,1,1342835,1343884,+
568,CP015209.1,1,1388109,1389158,+
568,CP017456.1,1,1380019,1381068,+
567,CP017229.1,1,674645,676942,+
567,CP012689.1,1,705033,707330,+
567,CP015209.1,1,674442,676738,+
567,CP017456.1,1,675825,678121,+
567,CP012690.1,1,705038,707335,+
567,CP002029.1,1,704380,706677,+
566,LR134359.1,1,1082767,1086306,+
566,LR134530.1,1,1241573,1245127,+
565,LR134359.1,1,372215,373473,+
565,LR134359.1,1,1157941,1159199,+
565,LR134359.1,1,1874058,1875315,+
564,CP022439.1,1,697915,700843,+
564,CP022559.1,1,697880,700808,+
563,CP012216.1,1,1676710,1679741,+
563,CP023446.1,1,1742246,1745276,-
563,CM000855.1,1,1688166,1691197,+
562,CP012216.1,1,1667627,1674742,+
562,CP023446.1,1,1747241,1754371,-
562,CM000855.1,1,1678969,1686084,+
561,CP012216.1,1,1663616,1667626,+
561,CP023446.1,1,1754373,1758382,-
561,CM000855.1,1,1706148,1710025,+
