strain,character_state,character_state_annotation
CP006709.2,0,adjacency exists
CP022470.1,0,adjacency exists
CP005388.1,0,adjacency exists
CP012696.1,0,adjacency exists
CP014742.1,0,adjacency exists
CP034393.1,0,adjacency exists
CP012149.1,1,complex break of adjacency
CP012210.1,1,complex break of adjacency
CP006006.1,0,adjacency exists
CP007191.1,0,adjacency exists
CP028911.1,0,adjacency exists
CP000025.1,0,adjacency exists
CP023543.1,0,adjacency exists
CP019838.1,0,adjacency exists
CP006686.1,0,adjacency exists
CP023446.1,0,adjacency exists
CP012206.1,1,complex break of adjacency
CP006689.1,0,adjacency exists
CP010307.1,0,adjacency exists
CP012216.1,0,adjacency exists
CP023343.1,0,adjacency exists
CP010058.1,0,adjacency exists
CP015209.1,0,adjacency exists
CP007193.1,0,adjacency exists
LR134502.1,1,complex break of adjacency
LR134530.1,1,complex break of adjacency
LN831025.1,0,adjacency exists
CP047484.1,0,adjacency exists
CP012221.1,0,adjacency exists
CP006851.1,0,adjacency exists
CP017860.1,0,adjacency exists
CP041584.1,0,adjacency exists
AL111168.1,0,adjacency exists
CP012214.1,0,adjacency exists
CP017029.1,0,adjacency exists
CP012689.1,0,adjacency exists
CP001960.1,0,adjacency exists
CP001900.1,1,complex break of adjacency
CP000768.1,0,adjacency exists
CP014744.1,1,complex break of adjacency
CP008787.1,1,complex break of adjacency
CP022079.1,0,adjacency exists
CP017456.1,0,adjacency exists
CP012211.1,0,adjacency exists
CP012224.1,0,adjacency exists
CP012220.1,0,adjacency exists
LS483295.1,1,complex break of adjacency
CM000855.1,1,complex break of adjacency
CP053659.1,0,adjacency exists
CP022076.1,0,adjacency exists
CP001876.1,0,adjacency exists
CP045789.1,0,adjacency exists
CP020045.1,0,adjacency exists
CP045048.1,0,adjacency exists
LR134507.1,1,complex break of adjacency
CM000854.1,0,adjacency exists
CP000814.1,1,complex break of adjacency
CP012690.1,0,adjacency exists
LR134511.1,0,adjacency exists
CP017031.1,0,adjacency exists
CP022439.1,0,adjacency exists
CP028910.1,0,adjacency exists
CP022559.1,0,adjacency exists
CP047480.1,0,adjacency exists
CP022440.1,0,adjacency exists
CP007192.1,0,adjacency exists
CP028912.1,0,adjacency exists
CP006688.1,0,adjacency exists
CP012217.1,0,adjacency exists
HG428754.1,1,complex break of adjacency
CP020776.1,0,adjacency exists
CP023866.1,0,adjacency exists
CP007190.1,1,complex break of adjacency
CP002029.1,0,adjacency exists
LR134497.1,0,adjacency exists
CP022077.1,0,adjacency exists
CP006685.1,0,adjacency exists
CP007188.1,0,adjacency exists
CP028372.1,0,adjacency exists
CP027403.1,0,adjacency exists
LS483362.1,0,adjacency exists
CP023867.1,0,adjacency exists
CP017863.1,0,adjacency exists
LR134359.1,0,adjacency exists
CP017862.1,0,adjacency exists
CP047478.1,0,adjacency exists
CP012213.1,1,complex break of adjacency
CP003871.4,0,adjacency exists
CP007189.1,1,complex break of adjacency
CP007751.1,0,adjacency exists
CP014344.1,0,adjacency exists
HE978252.1,0,adjacency exists
CP017229.1,0,adjacency exists
CP006687.1,0,adjacency exists
CP047477.1,0,adjacency exists
CP019965.1,0,adjacency exists
CP022080.1,1,complex break of adjacency
