block,species,chr,chr_beg,chr_end,orientation
152,CP017538.1,1,2020080,2025451,+
152,CP017551.1,1,1683461,1688832,-
152,CP017548.1,1,1721670,1727041,-
152,CP017534.1,1,1713723,1719094,-
151,CP011099.1,1,1617578,1624044,+
151,CP011098.1,1,1617555,1624021,+
150,CP006573.1,1,1460489,1464568,+
150,CP006957.2,1,36285,40365,-
149,CP006573.1,1,1186553,1189655,+
149,CP006957.2,1,411956,415067,+
148,CP006573.1,1,1128627,1131693,+
148,CP006957.2,1,355275,358341,+
147,CP006573.1,1,371238,388719,+
147,CP006957.2,1,1423942,1441965,+
146,CP006573.1,1,362865,368146,+
146,CP006957.2,1,998442,1003702,-
145,CP004753.2,1,577825,581405,+
145,CP006957.2,1,851934,855517,+
144,CP026857.1,1,2569981,2583631,+
144,CP017524.1,1,1689711,1703361,+
144,CP017520.1,1,1308325,1321975,+
144,CP017523.1,1,1587014,1600664,-
144,CP023043.1,1,1019439,1033089,-
144,CP017531.1,1,587742,601392,-
144,CP017539.1,1,614011,627661,-
144,CP017530.1,1,1607077,1620727,-
144,CP017505.1,1,1593191,1606841,-
144,CP023046.1,1,1426950,1440600,-
144,CP011099.1,1,1144137,1157787,+
144,CP017550.1,1,1907898,1921548,+
144,CP017528.1,1,1597130,1610780,-
144,CP017538.1,1,2561398,2575048,-
144,CP017536.1,1,1447285,1460935,-
144,CP017551.1,1,1145319,1158969,+
144,CP023044.1,1,1087904,1101554,-
144,CP023047.1,1,1084680,1098330,-
144,CP017548.1,1,1490708,1504358,-
144,CP017544.1,1,1171887,1185537,+
144,CP006619.1,1,1089356,1103006,+
144,CP006574.1,1,146208,159858,+
144,CP011098.1,1,1056400,1070050,-
144,CP017506.1,1,1593214,1606864,-
144,CP017534.1,1,1482758,1496408,-
143,CP026857.1,1,2557032,2563177,+
143,CP017504.1,1,1781773,1787918,+
143,CP017524.1,1,1818099,1824244,+
143,CP017520.1,1,1838094,1844239,+
143,CP023043.1,1,898615,904760,-
143,CP005972.1,1,1740838,1746988,-
143,CP017543.1,1,1783080,1789225,+
143,CP006573.1,1,2190436,2196630,+
143,CP017531.1,1,1,6075,-
143,CP017531.1,1,839491,845641,+
143,CP017537.1,1,1783828,1789973,+
143,CP017539.1,1,910137,916287,+
143,CP017505.1,1,1005540,1011688,-
143,CP017505.1,1,1890207,1896357,+
143,CP023046.1,1,821203,827352,-
143,CP023046.1,1,1723711,1729860,+
143,CP011099.1,1,2477066,2483216,+
143,CP017550.1,1,1168475,1174620,-
143,CP017528.1,1,2399915,2406065,-
143,CP017538.1,1,1868651,1874796,-
143,CP017535.1,1,1768274,1774419,+
143,CP017536.1,1,1823319,1829464,+
143,CP017551.1,1,1834203,1840348,+
143,CP023044.1,1,967057,973202,-
143,CP017549.1,1,1005486,1011635,-
143,CP017549.1,1,1809068,1815218,+
143,CP023047.1,1,963878,970023,-
143,CP026858.1,1,2541759,2547909,-
143,CP017532.1,1,1834199,1840344,+
143,CP017548.1,1,1872351,1878496,+
143,CP017544.1,1,1864913,1871058,+
143,CP006619.1,1,1743900,1750045,+
143,CP017519.1,1,1774629,1780774,+
143,CP006574.1,1,1741132,1747282,+
143,CP011098.1,1,2477055,2483205,+
143,CP017506.1,1,1005562,1011712,-
143,CP017506.1,1,1890250,1896400,+
143,CP017534.1,1,1864407,1870552,+
143,CP017534.1,1,2066329,2072474,-
143,CP005383.1,1,2324185,2330330,+
142,CP026857.1,1,2549237,2555263,+
142,CP017504.1,1,1773995,1780004,+
142,CP017524.1,1,1810321,1816330,+
142,CP017520.1,1,1830316,1836325,+
142,CP023043.1,1,906529,912537,-
142,CP005972.1,1,1748757,1754765,-
142,CP017543.1,1,1775302,1781311,+
142,CP006573.1,1,2181063,2187641,+
142,CP017531.1,1,7844,13853,-
142,CP017531.1,1,831712,837722,+
142,CP017537.1,1,1776050,1782059,+
142,CP017539.1,1,1677,7686,-
142,CP017539.1,1,902358,908368,+
142,CP017505.1,1,1013457,1019466,-
142,CP017505.1,1,1882428,1888438,+
142,CP023046.1,1,829120,835129,-
142,CP023046.1,1,1715933,1721943,+
142,CP011099.1,1,2469288,2475297,+
142,CP017550.1,1,1176389,1182397,-
142,CP017528.1,1,2407834,2413843,-
142,CP017538.1,1,1876565,1882573,-
142,CP017535.1,1,1760496,1766505,+
142,CP017536.1,1,1815541,1821550,+
142,CP017551.1,1,1826425,1832434,+
142,CP023044.1,1,974971,980979,-
142,CP017549.1,1,1013404,1019413,-
142,CP017549.1,1,1801289,1807299,+
142,CP023047.1,1,971792,977800,-
142,CP026858.1,1,2549678,2555687,-
142,CP017532.1,1,1826421,1832430,+
142,CP017548.1,1,1864573,1870582,+
142,CP017544.1,1,1857135,1863144,+
142,CP006619.1,1,1736122,1742131,+
142,CP017519.1,1,1766851,1772860,+
142,CP006574.1,1,1733354,1739363,+
142,CP011098.1,1,2469277,2475286,+
142,CP017506.1,1,1013480,1019489,-
142,CP017506.1,1,1882471,1888481,+
142,CP017534.1,1,1856629,1862638,+
142,CP017534.1,1,2074243,2080251,-
142,CP005383.1,1,2316407,2322416,+
141,CP026857.1,1,2542597,2549083,+
141,CP017504.1,1,1796221,1802732,-
141,CP017524.1,1,1832547,1839058,-
141,CP017520.1,1,1852542,1859053,-
141,CP023043.1,1,883800,890312,+
141,CP005972.1,1,1726024,1732536,+
141,CP017543.1,1,1797528,1804039,-
141,CP006573.1,1,2204886,2211375,-
141,CP017531.1,1,853944,860455,-
141,CP017531.1,1,2665952,2672464,+
141,CP017537.1,1,1798276,1804787,-
141,CP017539.1,1,924590,931100,-
141,CP017539.1,1,2736511,2743022,+
141,CP017505.1,1,990729,997241,+
141,CP017505.1,1,1904660,1911171,-
141,CP023046.1,1,806388,812900,+
141,CP023046.1,1,1738155,1744666,-
141,CP011099.1,1,2491519,2498030,-
141,CP017550.1,1,1153660,1160172,+
141,CP017528.1,1,2385101,2391613,+
141,CP017538.1,1,1853836,1860348,+
141,CP017535.1,1,1782721,1789232,-
141,CP017536.1,1,1837767,1844278,-
141,CP017551.1,1,1848651,1855162,-
141,CP023044.1,1,952242,958754,+
141,CP017549.1,1,990676,997188,+
141,CP017549.1,1,1823521,1830032,-
141,CP023047.1,1,949063,955575,+
141,CP026858.1,1,2601,9112,-
141,CP017532.1,1,1848647,1855158,-
141,CP017548.1,1,1886799,1893310,-
141,CP017544.1,1,1879518,1886029,-
141,CP006619.1,1,1758348,1764859,-
141,CP017519.1,1,1789351,1795862,-
141,CP006574.1,1,1755585,1762096,-
141,CP011098.1,1,2491508,2498019,-
141,CP017506.1,1,990750,997261,+
141,CP017506.1,1,1904703,1911214,-
141,CP017534.1,1,1878855,1885366,-
141,CP017534.1,1,2051514,2058026,+
