block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
43,0,1.6548885100000008,1,16,0.23711340206185566,False
158,1,0.63639871,2,15,0.20618556701030927,False
152,2,0.62015643,1,8,0.16494845360824742,False
123,3,0.47924620999999984,1,10,0.1958762886597938,False
81,4,0.40633972000000007,2,10,0.13402061855670103,False
80,4,0.40633972000000007,2,10,0.13402061855670103,False
83,5,0.37119347,1,8,0.7938144329896907,False
154,6,0.32961884,1,6,0.1134020618556701,False
153,6,0.32961884,1,6,0.1134020618556701,False
93,7,0.31724496,1,7,0.8762886597938144,False
137,8,0.29119546999999996,2,10,0.16494845360824742,False
134,8,0.23240628,2,9,0.17525773195876287,False
136,9,0.23016346999999998,2,9,0.20618556701030927,False
135,9,0.23016346999999998,2,9,0.20618556701030927,False
125,10,0.20506893,1,6,0.21649484536082475,False
94,11,0.14933782,1,5,0.07216494845360824,False
157,12,0.14604351000000002,2,9,0.12371134020618557,False
122,13,0.13000738,1,5,0.10309278350515463,False
114,14,0.11786948,2,8,0.6391752577319587,False
179,15,0.10462900000000001,1,3,0.030927835051546393,False
178,15,0.10462900000000001,1,3,0.030927835051546393,False
176,15,0.10462900000000001,1,3,0.030927835051546393,False
144,16,0.09150910000000001,2,8,0.13402061855670103,False
138,17,0.08831154,2,6,0.1958762886597938,False
79,18,0.08208382,1,5,0.05154639175257732,False
145,19,0.07654723999999999,1,5,0.18556701030927836,False
104,20,0.06575763,1,4,0.3917525773195876,False
173,21,0.06574582,1,4,0.061855670103092786,False
141,22,0.06520172,1,4,0.08247422680412371,False
117,23,0.0523193,1,4,0.16494845360824742,False
121,24,0.05211064,1,3,0.05154639175257732,False
120,24,0.05054376000000001,1,3,0.061855670103092786,False
118,24,0.05054376000000001,1,3,0.061855670103092786,False
160,25,0.04264042,1,3,0.05154639175257732,False
116,26,0.037136279999999994,2,7,0.31958762886597936,False
126,27,0.03437726000000001,2,6,0.36082474226804123,False
150,28,0.023236800000000002,1,2,0.030927835051546393,False
175,29,0.01913036,1,3,0.05154639175257732,False
129,30,0.018631679999999998,1,3,0.24742268041237114,False
128,30,0.018631679999999998,1,3,0.24742268041237114,False
127,30,0.018631679999999998,1,3,0.24742268041237114,False
148,31,0.01740254,1,2,0.020618556701030927,False
140,32,0.01488083,1,2,0.020618556701030927,False
133,33,0.01251211,1,2,0.061855670103092786,False
132,33,0.01251211,1,2,0.061855670103092786,False
119,34,0.01219868,1,2,0.020618556701030927,False
139,35,0.011284549999999999,1,2,0.05154639175257732,False
149,36,0.01125721,1,2,0.030927835051546393,False
162,37,0.01119732,1,2,0.061855670103092786,False
189,38,0.01062849,1,2,0.030927835051546393,False
177,15,0.00806197,1,2,0.020618556701030927,False
180,39,0.00785339,1,2,0.020618556701030927,False
172,40,0.00739643,1,2,0.030927835051546393,False
165,41,0.00739643,1,2,0.030927835051546393,False
115,42,0.005969749999999999,2,4,0.23711340206185566,False
143,43,0.0037137000000000003,1,2,0.061855670103092786,False
142,44,0.00307909,1,2,0.041237113402061855,False
188,45,0,0,0,0.030927835051546393,True
187,46,0,0,0,0.030927835051546393,True
186,46,0,0,0,0.030927835051546393,True
185,47,0,0,0,0.030927835051546393,True
184,47,0,0,0,0.030927835051546393,True
183,48,0,0,0,0.020618556701030927,True
182,49,0,0,0,0.030927835051546393,True
181,49,0,0,0,0.030927835051546393,True
174,50,0,0,0,0.020618556701030927,True
171,51,0,0,0,0.05154639175257732,True
170,52,0,0,0,0.05154639175257732,True
169,53,0,0,0,0.020618556701030927,True
168,53,0,0,0,0.020618556701030927,True
167,41,0,0,0,0.020618556701030927,True
166,41,0,0,0,0.020618556701030927,True
164,41,0,0,0,0.05154639175257732,True
163,54,0,0,0,0.030927835051546393,True
161,55,0,0,0,0.041237113402061855,True
159,56,0,0,0,0.030927835051546393,True
156,57,0,0,0,0.020618556701030927,True
155,57,0,0,0,0.020618556701030927,True
151,58,0,0,0,0.020618556701030927,True
147,59,0,0,0,0.041237113402061855,True
146,59,0,0,0,0.041237113402061855,True
131,60,0,0,0,0.020618556701030927,True
130,60,0,0,0,0.020618556701030927,True
124,61,0,0,0,0.030927835051546393,True
113,62,0,0,0,0.9896907216494846,True
112,62,0,0,0,1,True
111,62,0,0,0,1,True
110,62,0,0,0,1,True
109,63,0,0,0,1.0103092783505154,True
108,63,0,0,0,1.0103092783505154,True
107,63,0,0,0,1.0103092783505154,True
106,63,0,0,0,1.0103092783505154,True
105,63,0,0,0,1,True
103,63,0,0,0,1,True
102,63,0,0,0,1,True
101,63,0,0,0,1,True
100,63,0,0,0,1,True
99,63,0,0,0,1,True
98,63,0,0,0,1,True
97,63,0,0,0,1,True
96,63,0,0,0,1,True
95,63,0,0,0,1,True
92,64,0,0,0,0.9896907216494846,True
91,64,0,0,0,0.9896907216494846,True
90,64,0,0,0,0.9896907216494846,True
89,64,0,0,0,0.9896907216494846,True
88,64,0,0,0,0.9896907216494846,True
87,64,0,0,0,0.9896907216494846,True
86,64,0,0,0,0.9896907216494846,True
85,64,0,0,0,0.9896907216494846,True
84,64,0,0,0,0.9896907216494846,True
82,64,0,0,0,1,True
78,64,0,0,0,1.0103092783505154,True
77,64,0,0,0,1,True
76,64,0,0,0,1,True
75,64,0,0,0,1,True
74,64,0,0,0,1,True
73,64,0,0,0,1,True
