block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
118,0,0.01583353,1,2,0.15789473684210525,False
113,1,0.00789309,1,2,0.3157894736842105,False
121,2,0,0,0,0.21052631578947367,True
120,2,0,0,0,0.21052631578947367,True
119,3,0,0,0,0.21052631578947367,True
117,4,0,0,0,0.2631578947368421,True
116,5,0,0,0,0.2631578947368421,True
115,5,0,0,0,0.2631578947368421,True
114,5,0,0,0,0.2631578947368421,True
112,6,0,0,0,1,True
111,6,0,0,0,1,True
110,6,0,0,0,1,True
109,6,0,0,0,1,True
108,6,0,0,0,1,True
107,6,0,0,0,1,True
106,6,0,0,0,1,True
105,6,0,0,0,1,True
104,6,0,0,0,1,True
103,6,0,0,0,1,True
102,6,0,0,0,1,True
101,6,0,0,0,1,True
100,6,0,0,0,1,True
99,6,0,0,0,1,True
98,7,0,0,0,1,True
97,7,0,0,0,1,True
96,7,0,0,0,1,True
95,7,0,0,0,1,True
94,7,0,0,0,1,True
93,7,0,0,0,1,True
92,7,0,0,0,1,True
91,7,0,0,0,1,True
90,7,0,0,0,1,True
89,7,0,0,0,1,True
88,7,0,0,0,1,True
87,7,0,0,0,1,True
86,7,0,0,0,1,True
85,7,0,0,0,1,True
84,7,0,0,0,1,True
83,7,0,0,0,1,True
82,7,0,0,0,1,True
81,8,0,0,0,1,True
80,8,0,0,0,1,True
79,8,0,0,0,1,True
78,8,0,0,0,1,True
77,8,0,0,0,1,True
76,8,0,0,0,1,True
75,8,0,0,0,1,True
74,8,0,0,0,1,True
73,8,0,0,0,1,True
72,8,0,0,0,1,True
71,8,0,0,0,1,True
70,8,0,0,0,1,True
69,8,0,0,0,1,True
68,8,0,0,0,1,True
67,8,0,0,0,1,True
66,8,0,0,0,1,True
65,8,0,0,0,1,True
64,8,0,0,0,1,True
63,8,0,0,0,1,True
62,8,0,0,0,1,True
61,8,0,0,0,1,True
60,8,0,0,0,1,True
59,9,0,0,0,4,True
58,10,0,0,0,1,True
57,10,0,0,0,1,True
56,10,0,0,0,1,True
55,10,0,0,0,1,True
54,10,0,0,0,1,True
53,10,0,0,0,1,True
52,10,0,0,0,1,True
51,10,0,0,0,1,True
50,10,0,0,0,1,True
49,10,0,0,0,1,True
48,10,0,0,0,1,True
47,10,0,0,0,1,True
46,10,0,0,0,1,True
45,10,0,0,0,1,True
44,10,0,0,0,1,True
43,10,0,0,0,1,True
42,10,0,0,0,1,True
41,11,0,0,0,1,True
40,11,0,0,0,1,True
39,11,0,0,0,1,True
38,11,0,0,0,1,True
37,11,0,0,0,1,True
36,11,0,0,0,1,True
35,11,0,0,0,1,True
34,11,0,0,0,1,True
33,11,0,0,0,1,True
32,11,0,0,0,1,True
31,11,0,0,0,1,True
30,11,0,0,0,1,True
29,11,0,0,0,1,True
28,11,0,0,0,1,True
27,11,0,0,0,1,True
26,11,0,0,0,1,True
25,11,0,0,0,1,True
24,11,0,0,0,1,True
23,11,0,0,0,1,True
22,11,0,0,0,1,True
21,11,0,0,0,1,True
20,11,0,0,0,1,True
19,11,0,0,0,1,True
18,11,0,0,0,1,True
17,11,0,0,0,1,True
16,11,0,0,0,1,True
15,6,0,0,0,1,True
14,6,0,0,0,1,True
13,6,0,0,0,1,True
12,6,0,0,0,1,True
11,6,0,0,0,1,True
10,6,0,0,0,1,True
9,6,0,0,0,1,True
8,6,0,0,0,1,True
7,6,0,0,0,1,True
6,6,0,0,0,1,True
5,6,0,0,0,1,True
4,6,0,0,0,1,True
3,6,0,0,0,1,True
2,6,0,0,0,1,True
1,6,0,0,0,1,True
