strain,character_state,character_state_annotation
CP020401,1,complex break of adjacency
CP012392,0,adjacency exists
CP016680,0,adjacency exists
CP016660,0,adjacency exists
FM999788,0,adjacency exists
CP012694,0,adjacency exists
CP016672,0,adjacency exists
CP020402,1,complex break of adjacency
CP020422,1,complex break of adjacency
CP016883,0,adjacency exists
CP016654,0,adjacency exists
FR774048,0,adjacency exists
CP016682,0,adjacency exists
CP016646,0,adjacency exists
CP000381,0,adjacency exists
CP002422,1,complex break of adjacency
CP016647,0,adjacency exists
AL157959,0,adjacency exists
CP007524,0,adjacency exists
