strain,character_state,character_state_annotation
CP020401,3,inversion with 271h-273t
CP012392,0,adjacency exists
CP016680,0,adjacency exists
CP016660,0,adjacency exists
FM999788,3,inversion with 271h-273t
CP012694,3,inversion with 271h-273t
CP016672,0,adjacency exists
CP020402,3,inversion with 271h-273t
CP020422,3,inversion with 271h-273t
CP016883,0,adjacency exists
CP016654,0,adjacency exists
FR774048,0,adjacency exists
CP016682,0,adjacency exists
CP016646,0,adjacency exists
CP000381,3,inversion with 271h-273t
CP002422,3,inversion with 271h-273t
CP016647,0,adjacency exists
AL157959,3,inversion with 271h-273t
CP007524,3,inversion with 271h-273t
