strain,character_state,character_state_annotation
CP020401,0,adjacency exists
CP012392,0,adjacency exists
CP016680,0,adjacency exists
CP016660,0,adjacency exists
FM999788,0,adjacency exists
CP012694,3,inversion with 287h-288t
CP016672,0,adjacency exists
CP020402,0,adjacency exists
CP020422,0,adjacency exists
CP016883,0,adjacency exists
CP016654,0,adjacency exists
FR774048,3,inversion with 287h-288t
CP016682,0,adjacency exists
CP016646,0,adjacency exists
CP000381,0,adjacency exists
CP002422,0,adjacency exists
CP016647,0,adjacency exists
AL157959,3,inversion with 287h-288t
CP007524,3,inversion with 287h-288t
