strain,character_state,character_state_annotation
CP017505.1,2,2 copies
CP004753.2,2,2 copies
CP026857.1,2,2 copies
CP011098.1,2,2 copies
CP017549.1,2,2 copies
CP026858.1,2,2 copies
CP017528.1,2,2 copies
CP017544.1,2,2 copies
CP017531.1,2,2 copies
CP017548.1,2,2 copies
CP017536.1,2,2 copies
CP006957.2,2,2 copies
CP006619.1,2,2 copies
CP004752.2,2,2 copies
CP017519.1,2,2 copies
CP017506.1,2,2 copies
CP017534.1,2,2 copies
CP017539.1,2,2 copies
CP017491.1,2,2 copies
CP023044.1,2,2 copies
CP023046.1,2,2 copies
CP017533.1,2,2 copies
CP011099.1,2,2 copies
CP005383.1,2,2 copies
CP017501.1,2,2 copies
CP017538.1,2,2 copies
CP023043.1,2,2 copies
CP017540.1,2,2 copies
CP017532.1,2,2 copies
CP017543.1,2,2 copies
CP006573.1,1,1 copies
CP017524.1,2,2 copies
CP017523.1,2,2 copies
CP017551.1,2,2 copies
CP017530.1,2,2 copies
CP005972.1,2,2 copies
CP017550.1,2,2 copies
CP017537.1,2,2 copies
CP017520.1,2,2 copies
CP023047.1,2,2 copies
CP017504.1,2,2 copies
CP006574.1,1,1 copies
CP017535.1,2,2 copies
