strain,character_state,character_state_annotation
CP018847,0,adjacency exists
CM007622,0,adjacency exists
LN590509,0,adjacency exists
AE008923,0,adjacency exists
CP009037,3,inversion with 5h-6t
CM007619,0,adjacency exists
CP009019,0,adjacency exists
CP009007,0,adjacency exists
CP009010,0,adjacency exists
CP008992,0,adjacency exists
LN606820,0,adjacency exists
CP018854,0,adjacency exists
CP009001,0,adjacency exists
CP020882,3,inversion with 5h-6t
CP009004,0,adjacency exists
CP009016,0,adjacency exists
CP009025,0,adjacency exists
CP008995,0,adjacency exists
CP009013,0,adjacency exists
CP009022,0,adjacency exists
CP018850,0,adjacency exists
CP009031,3,inversion with 5h-6t
CP003778,3,inversion with 5h-6t
CP011827,0,adjacency exists
CP009028,0,adjacency exists
CP020885,0,adjacency exists
CP008998,0,adjacency exists
CP018858,0,adjacency exists
CP009034,3,inversion with 5h-6t
CP006857,0,adjacency exists
CP020889,3,inversion with 5h-6t
CP023285,0,adjacency exists
CP009040,3,inversion with 5h-6t
CP008989,0,adjacency exists
