id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,89h–90t,35573,0,0,0,0.0027126200000000002,3,False
2,8h–9t,569,0,0,0,0.00099555,2,False
3,6h–7t,6363,0,0,0,0.00099555,2,False
4,49h–50t,15613,0,0,0,0.00027471,2,False
5,90h–91t,7459,0,0,0,0.00025863,2,False
6,74h–75t,26580,0,0,0,0.00025863,2,False
7,40h–42t,6353,0,0,0,0.00025863,2,False
8,17h–18t,3387,0,0,0,0.00025863,2,False
9,88h–89t,4234,0,0,0,0,1,True
10,87h–88t,7371,0,0,0,0,1,True
11,76h–77t,3362,0,0,0,0,1,True
12,73h–74t,17044,0,0,0,0,1,True
13,67h–68t,4121,0,0,0,0,1,True
14,64h–65t,2664,0,0,0,0,0,True
15,59h–63t,36179,0,0,0,0,0,True
16,58h–59t,1,0,0,0,0,0,True
17,57h–58t,4970,0,0,0,0,0,True
18,56h–57t,7377,0,0,0,0,0,True
19,54h–55t,7366,0,0,0,0,0,True
20,53h–54t,1,0,0,0,0,1,True
21,48h–49t,4106,0,0,0,0,1,True
22,47h–48t,8869,0,0,0,0,1,True
23,43h–44t,5771,0,0,0,0,1,True
24,37h–38t,11933,0,0,0,0,1,True
25,36h–37t,2085,0,0,0,0,1,True
26,34h–35t,240,0,0,0,0,1,True
27,2h–3t,1,0,0,0,0,1,True
28,27h–28t,8131,0,0,0,0,1,True
29,13h–14t,1347,0,0,0,0,1,True
30,120h–1t,6889,0,0,0,0,1,True
31,119h–120t,1069,0,0,0,0,1,True
32,118h–119t,3336,0,0,0,0,1,True
33,117h–118t,10781,0,0,0,0,1,True
34,116h–117t,948,0,0,0,0,1,True
35,110h–111t,3400,0,0,0,0,1,True
36,10h–11t,62,0,0,0,0,1,True
37,105h–109t,8726,0,0,0,0,1,True
38,104h–105t,1,0,0,0,0,1,True
39,102h–104t,6341,0,0,0,0,1,True
