block,species,chr,chr_beg,chr_end,orientation
59,CP003497,1,1886665,1938566,+
59,CP003039,1,1886520,1938421,+
59,CP007522,1,1894848,1946749,+
59,CP003498,1,1886889,1938793,+
59,CP001515,1,1886779,1938680,+
59,CP009045,1,1886561,1938462,+
59,CP007755,1,1879127,1931028,+
59,CP031154,1,1883360,1935261,+
59,CP010433,1,1906721,1958622,+
59,CP017098,1,1892424,1944323,+
59,LR699002,1,1906721,1958622,+
59,CP001892,1,1892121,1944021,+
59,CP022724,1,450206,502106,+
59,CP035497,1,1879702,1931603,+
59,CP042940,1,1832023,1883924,+
59,CP001213,1,1881794,1933695,+
59,CP004053,1,1886543,1938444,+
59,CP031703,1,228265,280162,-
59,CP047190,1,1885267,1937168,+
59,CP001853,1,583790,635619,+
59,CP001606,1,1886553,1938454,+
59,CP002915,1,1891258,1943113,+
58,CP003497,1,1876692,1886225,+
58,CP003039,1,1876555,1886080,+
58,CP007522,1,1884874,1894408,+
58,CP003498,1,1876915,1886449,+
58,CP001515,1,1876805,1886339,+
58,CP009045,1,1876587,1886121,+
58,CP007755,1,1869154,1878687,+
58,CP031154,1,1873386,1882920,+
58,CP010433,1,1896747,1906281,+
58,CP017098,1,1882450,1891984,+
58,LR699002,1,1896747,1906281,+
58,CP001892,1,1882147,1891681,+
58,CP022724,1,440232,449766,+
58,CP035497,1,1869728,1879262,+
58,CP042940,1,1822049,1831583,+
58,CP001213,1,1871805,1881354,+
58,CP004053,1,1876570,1886103,+
58,CP031703,1,280605,290139,-
58,CP047190,1,1875293,1884827,+
58,CP001853,1,573825,583350,+
58,CP001606,1,1876579,1886113,+
58,CP002915,1,1881293,1890818,+
53,CP003497,1,1814075,1854741,+
53,CP003039,1,1813886,1854645,+
53,CP007522,1,1822266,1863024,+
53,CP003498,1,1814295,1854962,+
53,CP001515,1,1814185,1854852,+
53,CP009045,1,1813874,1854633,+
53,CP007755,1,1806445,1847204,+
53,CP031154,1,1819383,1860142,+
53,CP010433,1,1819530,1860289,+
53,CP017098,1,1819737,1860496,+
53,LR699002,1,1819530,1860289,+
53,CP001892,1,1819526,1860193,+
53,CP022724,1,377525,418282,+
53,CP035497,1,1819528,1860287,+
53,CP042940,1,1759337,1800096,+
53,CP001213,1,1128044,1168711,+
53,CP004053,1,1813862,1854620,+
53,CP031703,1,312123,352852,-
53,CP047190,1,1821290,1862049,+
53,CP001853,1,511199,551895,+
53,CP001606,1,1813957,1854624,+
53,CP002915,1,1818726,1859347,+
52,CP003497,1,1780430,1813623,+
52,CP003039,1,1780241,1813434,+
52,CP007522,1,1788621,1821814,+
52,CP003498,1,1780650,1813843,+
52,CP001515,1,1780540,1813733,+
52,CP009045,1,1780229,1813422,+
52,CP007755,1,1772800,1805993,+
52,CP031154,1,1785738,1818931,+
52,CP010433,1,1785885,1819078,+
52,CP017098,1,1786092,1819285,+
52,LR699002,1,1785885,1819078,+
52,CP001892,1,1785881,1819074,+
52,CP022724,1,343880,377073,+
52,CP035497,1,1785883,1819076,+
52,CP042940,1,1725692,1758885,+
52,CP001213,1,1094399,1127592,+
52,CP004053,1,1780217,1813410,+
52,CP031703,1,353304,386497,-
52,CP047190,1,1787645,1820838,+
52,CP001853,1,477554,510747,+
52,CP001606,1,1780312,1813505,+
52,CP002915,1,1785081,1818274,+
51,CP003497,1,1777920,1779582,+
51,CP003039,1,1777731,1779393,+
51,CP007522,1,1786111,1787773,+
51,CP003498,1,1778140,1779802,+
51,CP001515,1,1778030,1779692,+
51,CP009045,1,1777719,1779381,+
51,CP007755,1,1770290,1771952,+
51,CP031154,1,1783228,1784890,+
51,CP010433,1,1783375,1785037,+
51,CP017098,1,1783582,1785244,+
51,LR699002,1,1783375,1785037,+
51,CP001892,1,1783371,1785033,+
51,CP022724,1,341370,343032,+
51,CP035497,1,1783373,1785035,+
51,CP042940,1,1723182,1724844,+
51,CP001213,1,1091890,1093551,+
51,CP004053,1,1777707,1779369,+
51,CP031703,1,387345,389007,-
51,CP047190,1,1785135,1786797,+
51,CP001853,1,475044,476706,+
51,CP001606,1,1777802,1779464,+
51,CP002915,1,1782571,1784233,+
50,CP003497,1,1771757,1777093,+
50,CP003039,1,1771568,1776904,+
50,CP007522,1,1779948,1785284,+
50,CP003498,1,1771977,1777313,+
50,CP001515,1,1771867,1777203,+
50,CP009045,1,1771556,1776892,+
50,CP007755,1,1764112,1769463,+
50,CP031154,1,1777065,1782401,+
50,CP010433,1,1777212,1782548,+
50,CP017098,1,1777419,1782755,+
50,LR699002,1,1777212,1782548,+
50,CP001892,1,1777208,1782544,+
50,CP022724,1,335207,340543,+
50,CP035497,1,1777210,1782546,+
50,CP042940,1,1717019,1722355,+
50,CP001213,1,1085727,1091063,+
50,CP004053,1,1771544,1776880,+
50,CP031703,1,389834,395170,-
50,CP047190,1,1778972,1784308,+
50,CP001853,1,468881,474217,+
50,CP001606,1,1771639,1776975,+
50,CP002915,1,1776408,1781744,+
49,CP003497,1,1699842,1765898,+
49,CP003039,1,1699651,1765709,+
49,CP007522,1,1699468,1765525,+
49,CP003498,1,1700061,1766118,+
49,CP001515,1,1700006,1766008,+
49,CP009045,1,1699640,1765697,+
49,CP007755,1,1694636,1760693,+
49,CP031154,1,1705150,1771207,+
49,CP010433,1,1705297,1771354,+
49,CP017098,1,1705505,1771561,+
49,LR699002,1,1705297,1771354,+
49,CP001892,1,1705292,1771349,+
49,CP022724,1,263293,329350,+
49,CP035497,1,1705295,1771352,+
49,CP042940,1,1645104,1711161,+
49,CP001213,1,830775,896597,+
49,CP004053,1,1699630,1765689,+
49,CP031703,1,401027,467101,-
49,CP047190,1,1707057,1773114,+
49,CP001853,1,397143,463033,+
49,CP001606,1,1699723,1765780,+
49,CP002915,1,1704593,1770549,+
48,CP003497,1,1676918,1699531,+
48,CP003039,1,1676727,1699340,+
48,CP007522,1,1676544,1699157,+
48,CP003498,1,1677137,1699750,+
48,CP001515,1,1677082,1699695,+
48,CP009045,1,1676716,1699329,+
48,CP007755,1,1671712,1694325,+
48,CP031154,1,1682226,1704839,+
48,CP010433,1,1682373,1704986,+
48,CP017098,1,1682581,1705194,+
48,LR699002,1,1682373,1704986,+
48,CP001892,1,1682368,1704981,+
48,CP022724,1,240371,262982,+
48,CP035497,1,1682370,1704984,+
48,CP042940,1,1622180,1644793,+
48,CP001213,1,807843,830464,+
48,CP004053,1,1676707,1699319,+
48,CP031703,1,467413,490008,-
48,CP047190,1,1684133,1706746,+
48,CP001853,1,374237,396832,+
48,CP001606,1,1676799,1699412,+
48,CP002915,1,1681669,1704282,+
47,CP003497,1,1667208,1676757,+
47,CP003039,1,1667017,1676566,+
47,CP007522,1,1666834,1676383,+
47,CP003498,1,1667427,1676976,+
47,CP001515,1,1667371,1676920,+
47,CP009045,1,1667006,1676555,+
47,CP007755,1,1662002,1671551,+
47,CP031154,1,1672516,1682065,+
47,CP010433,1,1672663,1682212,+
47,CP017098,1,1672871,1682420,+
47,LR699002,1,1672663,1682212,+
47,CP001892,1,1672658,1682207,+
47,CP022724,1,230661,240210,+
47,CP035497,1,1672660,1682209,+
47,CP042940,1,1612470,1622019,+
47,CP001213,1,798298,807842,+
47,CP004053,1,1666997,1676546,+
47,CP031703,1,490169,499633,-
47,CP047190,1,1674423,1683972,+
47,CP001853,1,364577,374108,+
47,CP001606,1,1667089,1676638,+
47,CP002915,1,1671992,1681541,+
46,CP003497,1,1660329,1667175,+
46,CP003039,1,1660138,1666984,+
46,CP007522,1,1659955,1666801,+
46,CP003498,1,1660548,1667394,+
46,CP001515,1,1660492,1667338,+
46,CP009045,1,1660127,1666973,+
46,CP007755,1,1655123,1661969,+
46,CP031154,1,1665637,1672483,+
46,CP010433,1,1665784,1672630,+
46,CP017098,1,1665992,1672838,+
46,LR699002,1,1665784,1672630,+
46,CP001892,1,1665779,1672625,+
46,CP022724,1,223782,230628,+
46,CP035497,1,1665781,1672627,+
46,CP042940,1,1605591,1612437,+
46,CP001213,1,791419,798265,+
46,CP004053,1,1660118,1666964,+
46,CP031703,1,499769,506597,-
46,CP047190,1,1667544,1674390,+
46,CP001853,1,357698,364544,+
46,CP001606,1,1660210,1667056,+
46,CP002915,1,1665113,1671959,+
45,CP003497,1,1513048,1658922,+
45,CP003039,1,1512858,1658731,+
45,CP007522,1,1512677,1658548,+
45,CP003498,1,1513269,1659141,+
45,CP001515,1,1513213,1659085,+
45,CP009045,1,1512848,1658720,+
45,CP007755,1,1507844,1653716,+
45,CP031154,1,1518358,1664230,+
45,CP010433,1,1518505,1664377,+
45,CP017098,1,1518712,1664585,+
45,LR699002,1,1518505,1664377,+
45,CP001892,1,1518500,1664372,+
45,CP022724,1,76505,222375,+
45,CP035497,1,1518502,1664374,+
45,CP042940,1,1458312,1604184,+
45,CP001213,1,644142,790012,+
45,CP004053,1,1512839,1658711,+
45,CP031703,1,508004,653876,-
45,CP047190,1,1520265,1666137,+
45,CP001853,1,210459,356291,+
45,CP001606,1,1512931,1658803,+
45,CP002915,1,1517847,1663706,+
44,CP003497,1,1495112,1511685,+
44,CP003039,1,1494922,1511495,+
44,CP007522,1,1495028,1511601,+
44,CP003498,1,1495118,1511691,+
44,CP001515,1,1495063,1511636,+
44,CP009045,1,1494912,1511485,+
44,CP007755,1,1489908,1506481,+
44,CP031154,1,1500422,1516995,+
44,CP010433,1,1500569,1517142,+
44,CP017098,1,1500562,1517135,+
44,LR699002,1,1500569,1517142,+
44,CP001892,1,1500564,1517137,+
44,CP022724,1,58569,75142,+
44,CP035497,1,1500566,1517139,+
44,CP042940,1,1440376,1456949,+
44,CP001213,1,626204,642779,+
44,CP004053,1,1494973,1511546,+
44,CP031703,1,655240,671812,-
44,CP047190,1,1502329,1518902,+
44,CP001853,1,192523,209096,+
44,CP001606,1,1494995,1511568,+
44,CP002915,1,1499911,1516484,+
43,CP003497,1,1477665,1494663,+
43,CP003039,1,1477475,1494473,+
43,CP007522,1,1477581,1494579,+
43,CP003498,1,1477672,1494669,+
43,CP001515,1,1477616,1494614,+
43,CP009045,1,1477466,1494463,+
43,CP007755,1,1472460,1489459,+
43,CP031154,1,1482974,1499973,+
43,CP010433,1,1483120,1500120,+
43,CP017098,1,1483117,1500113,+
43,LR699002,1,1483120,1500120,+
43,CP001892,1,1483118,1500115,+
43,CP022724,1,41124,58120,+
43,CP035497,1,1483120,1500117,+
43,CP042940,1,1422929,1439927,+
43,CP001213,1,608755,625755,+
43,CP004053,1,1477526,1494524,+
43,CP031703,1,672261,689259,-
43,CP047190,1,1484881,1501880,+
43,CP001853,1,175076,192074,+
43,CP001606,1,1477548,1494546,+
43,CP002915,1,1482464,1499462,+
40,CP003497,1,1436598,1470948,+
40,CP003039,1,1436407,1470756,+
40,CP007522,1,1436512,1470861,+
40,CP003498,1,1436602,1470953,+
40,CP001515,1,1436547,1470897,+
40,CP009045,1,1436398,1470747,+
40,CP007755,1,1436962,1471312,+
40,CP031154,1,1441906,1476255,+
40,CP010433,1,1442052,1476401,+
40,CP017098,1,1442048,1476398,+
40,LR699002,1,1442052,1476401,+
40,CP001892,1,1442050,1476399,+
40,CP022724,1,44,34408,+
40,CP035497,1,1442052,1476401,+
40,CP042940,1,1381862,1416211,+
40,CP001213,1,1045452,1079803,+
40,CP004053,1,1436461,1470809,+
40,CP031703,1,695976,730325,-
40,CP047190,1,1443813,1478162,+
40,CP001853,1,134083,168393,+
40,CP001606,1,1436480,1470829,+
40,CP002915,1,1441396,1475745,+
39,CP003497,1,1346116,1436597,+
39,CP003039,1,1345942,1436406,+
39,CP007522,1,1346030,1436511,+
