id,adjacency,mean_break_length_nucleotide,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,parallel_break_score,number_of_parallel_breaks,tree_consistent
1,33t–44t,67755,0.10566058,2,7,1.35376566,13,False
2,24h–40h,2345,0.10566058,2,7,0.33551828000000006,9,False
3,108h–109t,346,0.005530200000000001,1,2,0.14841803000000003,4,False
4,237h–244t,24251,0,0,0,0.15879522999999998,4,False
5,236h–237t,1816,0,0,0,0.04318309000000001,2,False
6,70h–71t,6188,0,0,0,0.03176392,3,False
7,263h–277t,86674,0,0,0,0.0244913,2,False
8,10t–7h,12837,0,0,0,0.02154888,3,False
9,127h–131t,15485,0,0,0,0.0124478,2,False
10,139h–140t,2671,0,0,0,0.012338690000000001,2,False
11,245h–246t,389,0,0,0,0.010958669999999998,2,False
12,53h–54t,1952,0,0,0,0.00703829,2,False
13,154h–155t,40,0,0,0,0.0046416899999999995,2,False
14,141h–143t,3240,0,0,0,0.0046416899999999995,2,False
15,102h–103t,2816,0,0,0,0.0037885899999999997,2,False
16,97h–98t,846,0,0,0,0,0,True
17,95h–96t,866,0,0,0,0,0,True
18,92h–95t,4609,0,0,0,0,0,True
19,91h–92t,156,0,0,0,0,0,True
20,90h–91t,2093,0,0,0,0,0,True
21,89h–90t,1,0,0,0,0,0,True
22,88h–89t,89,0,0,0,0,0,True
23,87h–88t,1,0,0,0,0,0,True
24,80h–82t,2374,0,0,0,0,1,True
25,6h–7t,1376,0,0,0,0,1,True
26,66h–69t,3305,0,0,0,0,1,True
27,4h–5t,1,0,0,0,0,0,True
28,49h–50t,2746,0,0,0,0,0,True
29,48h–49t,3993,0,0,0,0,0,True
30,47h–48t,2362,0,0,0,0,0,True
31,3h–4t,227,0,0,0,0,0,True
32,39h–40t,350,0,0,0,0,0,True
33,2h–3t,3,0,0,0,0,0,True
34,281h–282t,2147,0,0,0,0,0,True
35,277h–279t,3469,0,0,0,0,1,True
36,262h–263t,1,0,0,0,0,0,True
37,258h–262t,18147,0,0,0,0,1,True
38,257h–258t,249,0,0,0,0,0,True
39,256h–257t,2,0,0,0,0,0,True
40,255h–256t,1385,0,0,0,0,0,True
41,247h–248t,1136,0,0,0,0,1,True
42,234h–235t,76,0,0,0,0,0,True
43,233h–234t,2206,0,0,0,0,1,True
44,231h–232t,1,0,0,0,0,1,True
45,225h–226t,787,0,0,0,0,0,True
46,224h–225t,2724,0,0,0,0,0,True
47,220h–224t,24473,0,0,0,0,1,True
48,21h–22t,339,0,0,0,0,1,True
49,219h–220t,3148,0,0,0,0,0,True
50,217h–219t,9645,0,0,0,0,0,True
51,216h–217t,3600,0,0,0,0,0,True
52,20h–21t,2491,0,0,0,0,0,True
53,204h–215t,18372,0,0,0,0,1,True
54,202h–203t,101,0,0,0,0,1,True
55,1t–282h,8300,0,0,0,0,0,True
56,19h–20t,812,0,0,0,0,0,True
57,199h–200t,228,0,0,0,0,1,True
58,197h–198t,1103,0,0,0,0,1,True
59,195h–196t,388,0,0,0,0,0,True
60,194h–195t,962,0,0,0,0,0,True
61,17h–18t,903,0,0,0,0,0,True
62,170h–171t,153,0,0,0,0,0,True
63,16h–17t,1,0,0,0,0,0,True
64,169h–170t,1,0,0,0,0,0,True
65,164h–165t,20,0,0,0,0,0,True
66,163h–164t,330,0,0,0,0,0,True
67,161h–162t,1,0,0,0,0,0,True
68,160h–161t,552,0,0,0,0,0,True
69,158h–159t,1,0,0,0,0,1,True
70,152h–153t,927,0,0,0,0,0,True
71,151h–152t,3871,0,0,0,0,0,True
72,147h–148t,2127,0,0,0,0,1,True
73,146h–147t,1,0,0,0,0,1,True
74,145h–146t,2748,0,0,0,0,0,True
75,144h–145t,1362,0,0,0,0,0,True
76,136h–137t,2260,0,0,0,0,1,True
77,12h–13t,230,0,0,0,0,0,True
78,11h–12t,10,0,0,0,0,0,True
79,109h–119t,51112,0,0,0,0,1,True
80,105h–108t,21049,0,0,0,0,1,True
