strain,character_state,character_state_annotation
CP005972.1,0,adjacency exists
CP017544.1,3,inversion with 51h-52t
CP006957.2,1,complex break of adjacency
CP017548.1,3,inversion with 51h-52t
CP017540.1,0,adjacency exists
CP006574.1,3,inversion with 51h-52t
CP023044.1,4,inversion with 64h-65t
CP023043.1,4,inversion with 64h-65t
CP017538.1,3,inversion with 51h-52t
CP023047.1,4,inversion with 64h-65t
CP017534.1,1,complex break of adjacency
CP011098.1,4,inversion with 64h-65t
CP017530.1,3,inversion with 51h-52t
CP017520.1,3,inversion with 51h-52t
CP017536.1,3,inversion with 51h-52t
CP017506.1,0,adjacency exists
CP017531.1,0,adjacency exists
CP026858.1,0,adjacency exists
CP011099.1,0,adjacency exists
CP017535.1,0,adjacency exists
CP017524.1,4,inversion with 64h-65t
CP017501.1,0,adjacency exists
CP017539.1,0,adjacency exists
CP026857.1,0,adjacency exists
CP017528.1,0,adjacency exists
CP017533.1,0,adjacency exists
CP017505.1,0,adjacency exists
CP006619.1,2,some block is not presented
CP004753.2,0,adjacency exists
CP005383.1,0,adjacency exists
CP017549.1,0,adjacency exists
CP017532.1,1,complex break of adjacency
CP017519.1,0,adjacency exists
CP017551.1,0,adjacency exists
CP017491.1,0,adjacency exists
CP023046.1,5,inversion with 66h-67t
CP017537.1,0,adjacency exists
CP006573.1,0,adjacency exists
CP017523.1,0,adjacency exists
CP017550.1,1,complex break of adjacency
CP017504.1,0,adjacency exists
CP004752.2,0,adjacency exists
CP017543.1,0,adjacency exists
