block,species,chr,chr_beg,chr_end,orientation
285,CP009007,1,5147899,5175551,+
285,CP009010,1,5097158,5124810,+
285,CP020889,1,2159131,2186843,+
285,LN606820,1,5100250,5127902,+
285,CP009022,1,5147834,5175486,+
285,CP020885,1,4507832,4535484,+
285,LN590509,1,4946867,4974519,+
285,CP023285,1,75314,102966,+
285,CP009025,1,5147898,5175550,+
285,CP009028,1,5147900,5175552,+
285,CP018847,1,353782,381433,-
285,AE008923,1,5147902,5175554,+
285,CP008995,1,5147906,5175558,+
285,CP009037,1,5293489,5321141,+
285,CP009040,1,5293419,5321071,+
285,CP018854,1,285066,312718,+
285,CP009013,1,5097138,5124790,+
285,CP020882,1,538486,566197,-
285,CP018858,1,3649899,3677550,-
285,CP009001,1,5095860,5123512,+
285,CM007622,1,2964869,2992521,+
285,CP008989,1,5096012,5123664,+
285,CP009019,1,5097472,5125124,+
285,CP008992,1,5096158,5123810,+
285,CP009031,1,5293496,5321148,+
285,CP018850,1,2954863,2982515,+
285,CP009016,1,5097474,5125126,+
285,CP006857,1,5147893,5175545,+
285,CP011827,1,5097076,5124728,+
285,CP009034,1,5293496,5321148,+
285,CP008998,1,5097179,5124831,+
285,CP009004,1,5097194,5124846,+
285,CM007619,1,2076552,2104203,-
285,CP003778,1,5293848,5321499,+
284,CP009007,1,5118209,5147777,+
284,CP009010,1,5067468,5097036,+
284,CP020889,1,2129441,2159009,+
284,LN606820,1,5070549,5100128,+
284,CP009022,1,5118144,5147712,+
284,CP020885,1,4478142,4507710,+
284,LN590509,1,4917063,4946745,+
284,CP023285,1,45624,75192,+
284,CP009025,1,5118208,5147776,+
284,CP009028,1,5118210,5147778,+
284,CP018847,1,381555,411123,-
284,AE008923,1,5118212,5147780,+
284,CP008995,1,5118216,5147784,+
284,CP009037,1,5263799,5293367,+
284,CP009040,1,5263729,5293297,+
284,CP018854,1,255377,284944,+
284,CP009013,1,5067448,5097016,+
284,CP020882,1,566319,595887,-
284,CP018858,1,3677672,3707239,-
284,CP009001,1,5066170,5095738,+
284,CM007622,1,2935290,2964747,+
284,CP008989,1,5066322,5095890,+
284,CP009019,1,5067782,5097350,+
284,CP008992,1,5066468,5096036,+
284,CP009031,1,5263806,5293374,+
284,CP018850,1,2925173,2954741,+
284,CP009016,1,5067784,5097352,+
284,CP006857,1,5118203,5147771,+
284,CP011827,1,5067386,5096954,+
284,CP009034,1,5263806,5293374,+
284,CP008998,1,5067491,5097057,+
284,CP009004,1,5067504,5097072,+
284,CM007619,1,2104325,2133893,-
284,CP003778,1,5264158,5293726,+
283,CP009007,1,5110788,5116860,+
283,CP009010,1,5060047,5066119,+
283,CP020889,1,2123423,2129440,+
283,LN606820,1,5063139,5069198,+
283,CP009022,1,5110723,5116795,+
283,CP020885,1,4469201,4475272,+
283,LN590509,1,182614,188687,-
283,CP023285,1,39563,45623,+
283,CP009025,1,5110787,5116859,+
283,CP009028,1,5110789,5116861,+
283,CP018847,1,411125,417185,-
283,AE008923,1,5110791,5116863,+
283,CP008995,1,5110795,5116867,+
283,CP009037,1,5256378,5262450,+
283,CP009040,1,5256308,5262380,+
283,CP018854,1,249316,255376,+
283,CP009013,1,5060027,5066099,+
283,CP020882,1,595889,601905,-
283,CP018858,1,3707241,3713301,-
283,CP009001,1,5058749,5064821,+
283,CM007622,1,2929229,2935289,+
283,CP008989,1,5058901,5064973,+
283,CP009019,1,5060361,5066433,+
283,CP008992,1,5059047,5065119,+
283,CP009031,1,5256385,5262457,+
283,CP018850,1,2917752,2923824,+
283,CP009016,1,5060363,5066435,+
283,CP006857,1,5110782,5116854,+
283,CP011827,1,5059959,5066019,+
283,CP009034,1,5256385,5262457,+
283,CP008998,1,5060070,5066142,+
283,CP009004,1,5060083,5066155,+
283,CM007619,1,2133895,2139955,-
283,CP003778,1,5256737,5262809,+
282,CP009007,1,5071273,5107579,+
282,CP009010,1,5020540,5056838,+
282,CP020889,1,2083201,2119535,+
282,LN606820,1,5025897,5062256,+
282,CP009022,1,5071208,5107514,+
282,CP020885,1,4428538,4464655,+
282,LN590509,1,4879976,4916383,+
282,CP023285,1,33,36354,+
282,CP009025,1,5071272,5107578,+
282,CP009028,1,5071274,5107580,+
282,CP018847,1,421753,458057,-
282,AE008923,1,5071276,5107582,+
282,CP008995,1,5071280,5107586,+
282,CP009037,1,5216852,5253167,+
282,CP009040,1,5216782,5253097,+
282,CP018854,1,208435,244747,+
282,CP009013,1,5020522,5056820,+
282,CP020882,1,605793,642127,-
282,CP018858,1,3717869,3754173,-
282,CP009001,1,5019235,5055540,+
282,CM007622,1,2889738,2926043,+
282,CP008989,1,5019481,5055786,+
282,CP009019,1,5020847,5057152,+
282,CP008992,1,5019627,5055932,+
282,CP009031,1,5216859,5253174,+
282,CP018850,1,2878238,2914543,+
282,CP009016,1,5020849,5057154,+
282,CP006857,1,5071267,5107573,+
282,CP011827,1,5020451,5056750,+
282,CP009034,1,5216859,5253174,+
282,CP008998,1,5020556,5056861,+
282,CP009004,1,5020569,5056874,+
282,CM007619,1,2143140,2179445,-
282,CP003778,1,5217212,5253526,+
281,CP009007,1,5061019,5065626,+
281,CP009010,1,5010286,5014893,+
281,CP020889,1,2655894,2660517,-
281,LN606820,1,5015643,5020250,+
281,CP009022,1,5060954,5065561,+
281,CP020885,1,4418278,4422891,+
281,LN590509,1,4869722,4874329,+
281,CP023285,1,5144267,5148873,+
281,CP009025,1,5061018,5065625,+
281,CP009028,1,5061020,5065627,+
281,CP018847,1,463704,468312,-
281,AE008923,1,5061022,5065629,+
281,CP008995,1,5061026,5065633,+
281,CP009037,1,461142,465765,-
281,CP009040,1,461092,465715,-
281,CP018854,1,198181,202788,+
281,CP009013,1,5010268,5014875,+
281,CP020882,1,64807,69429,+
281,CP018858,1,3759820,3764428,-
281,CP009001,1,5008981,5013588,+
281,CM007622,1,2879484,2884091,+
281,CP008989,1,5009227,5013834,+
281,CP009019,1,5010593,5015200,+
281,CP008992,1,5009373,5013980,+
281,CP009031,1,461143,465766,-
281,CP018850,1,2867984,2872591,+
281,CP009016,1,5010595,5015202,+
281,CP006857,1,5061013,5065620,+
281,CP011827,1,5010197,5014804,+
281,CP009034,1,461141,465764,-
281,CP008998,1,5010302,5014909,+
281,CP009004,1,5010315,5014922,+
281,CM007619,1,2185092,2189700,-
281,CP003778,1,461140,465763,-
280,CP009007,1,5046922,5060341,+
280,CP009010,1,4996189,5009608,+
280,CP020889,1,2663263,2676633,-
280,LN606820,1,5001546,5014965,+
280,CP009022,1,5046857,5060276,+
280,CP020885,1,4402652,4416071,+
280,LN590509,1,4855624,4869044,+
280,CP023285,1,5130170,5143589,+
280,CP009025,1,5046921,5060340,+
280,CP009028,1,5046923,5060342,+
280,CP018847,1,468990,482408,-
280,AE008923,1,5046925,5060344,+
280,CP008995,1,5046929,5060348,+
