strain,character_state,character_state_annotation
FR774048,0,adjacency exists
CP020422,0,adjacency exists
CP000381,0,adjacency exists
CP020401,3,inversion with 94h-95t
FM999788,0,adjacency exists
CP012694,0,adjacency exists
CP016672,0,adjacency exists
CP016646,0,adjacency exists
CP016660,0,adjacency exists
CP002422,0,adjacency exists
AL157959,0,adjacency exists
CP016883,0,adjacency exists
CP016647,0,adjacency exists
CP012392,0,adjacency exists
CP016682,0,adjacency exists
CP016680,0,adjacency exists
CP016654,0,adjacency exists
CP007524,0,adjacency exists
CP020402,0,adjacency exists
