strain,character_state,character_state_annotation
FR774048,0,adjacency exists
CP020422,0,adjacency exists
CP000381,0,adjacency exists
CP020401,0,adjacency exists
FM999788,0,adjacency exists
CP012694,0,adjacency exists
CP016672,3,inversion with 33h-46h
CP016646,3,inversion with 33h-46h
CP016660,3,inversion with 33h-46h
CP002422,0,adjacency exists
AL157959,0,adjacency exists
CP016883,3,inversion with 33h-46h
CP016647,3,inversion with 33h-46h
CP012392,0,adjacency exists
CP016682,3,inversion with 33h-46h
CP016680,3,inversion with 33h-46h
CP016654,3,inversion with 33h-46h
CP007524,0,adjacency exists
CP020402,0,adjacency exists
