block,species,chr,chr_beg,chr_end,orientation
199,FM211688.1,1,2922329,2926012,+
199,CP048401.1,1,2916439,2920122,+
199,CP009242.1,1,2861634,2865317,+
199,CP002816.1,1,2919294,2922977,+
198,FM211688.1,1,2668487,2676036,+
198,CP048401.1,1,2662597,2670146,+
198,CP009242.1,1,2607841,2615390,+
198,CP002816.1,1,2665453,2673002,+
197,FM211688.1,1,2275279,2280796,+
197,CP048401.1,1,2269390,2274907,+
197,CP009242.1,1,2214690,2220207,+
197,CP002816.1,1,2273230,2278747,+
196,FM211688.1,1,1256421,1265228,+
196,CP048401.1,1,1250508,1259315,+
196,CP002816.1,1,1254381,1263187,+
195,FM211688.1,1,1113718,1118409,+
195,CP048401.1,1,1107805,1112496,+
195,CP009242.1,1,1075406,1080097,+
195,CP002816.1,1,1111674,1116365,+
194,FM211688.1,1,835869,841547,+
194,CP048401.1,1,829956,835634,+
194,CP009242.1,1,797556,803234,+
194,CP002816.1,1,833826,839504,+
193,FM211688.1,1,71333,109721,+
193,CP048401.1,1,71015,109403,+
193,CP002816.1,1,71333,109721,+
192,FM211688.1,1,61111,67512,+
192,CP048401.1,1,60793,67194,+
192,CP009242.1,1,61113,67514,+
192,CP002816.1,1,61111,67512,+
191,CP030834.1,1,3046514,3049826,+
191,CP030810.1,1,1074905,1078217,+
190,CP030834.1,1,404172,430372,+
190,CP030810.1,1,1048412,1074610,+
189,CP021174.1,1,2705755,2713370,+
189,CP045969.1,1,2704446,2712061,+
189,CP020827.1,1,2706511,2714126,+
189,CP027029.1,1,2439227,2446842,+
188,CP021174.1,1,1257851,1264027,+
188,CP025560.1,1,1288502,1294680,+
187,CP021174.1,1,833582,839368,+
187,CP045969.1,1,833491,839278,+
187,CP006591.1,1,306560,312346,+
187,CP020827.1,1,833621,839408,+
187,CP002004.1,1,833859,839646,+
187,CP027029.1,1,651087,656874,+
186,CP020831.1,1,344351,349406,+
186,CM003382.1,1,320305,325361,+
186,CP033737.1,1,2570470,2575525,-
185,CP046361.1,1,1143001,1154023,+
185,CP046362.1,1,1143000,1154022,+
185,LT985476.1,1,1142987,1154009,+
184,CP046361.1,1,333727,337540,+
184,CP046362.1,1,333725,337538,+
184,LT985476.1,1,333728,337541,+
183,CP028183.1,1,2942879,2952110,+
183,HG813249.1,1,159529,168760,+
183,FM211688.1,1,2858310,2867541,+
183,CP048401.1,1,2852420,2861651,+
183,CP009242.1,1,2797615,2806846,+
183,CP045970.1,1,2884764,2893995,+
183,CP002816.1,1,2855276,2864506,+
182,CP028183.1,1,692617,713231,+
182,CP030834.1,1,632315,652930,+
182,CP030809.1,1,598352,618967,+
182,FR720325.1,1,691399,711795,+
182,CP006591.1,1,124103,144717,+
182,CM003382.1,1,671216,691830,+
182,CP032671.1,1,711213,731274,+
182,CP025560.1,1,692112,712727,+
181,CP028183.1,1,683956,689667,+
181,CP030834.1,1,623268,628990,+
181,CP030809.1,1,589305,595027,+
181,FR720325.1,1,682246,688048,+
181,CP006591.1,1,113966,119630,+
181,CM003382.1,1,662555,668266,+
181,CP032671.1,1,700237,705948,+
181,CP025560.1,1,682393,688068,+
180,CP030808.1,1,1044646,1049593,+
180,FM211688.1,1,1269696,1274645,+
180,CP048401.1,1,1263783,1268732,+
180,CP009242.1,1,1187483,1192432,+
180,CP002816.1,1,1267655,1272604,+
179,CP030808.1,1,87345,91352,+
179,CP028183.1,1,344399,348405,+
179,HG813249.1,1,612910,616916,+
178,CP006597.1,1,671244,690097,+
178,CP030834.1,1,1716965,1735818,+
178,CP030810.1,1,1580364,1600564,+
178,FR733646.1,1,1757551,1776404,+
178,CP030809.1,1,1681943,1700796,+
177,CP006597.1,1,594526,597928,+
177,CP032671.1,1,1800944,1804343,+
176,CP006597.1,1,588846,592727,+
176,CP032671.1,1,1795277,1799154,+
175,CP006597.1,1,556548,578991,+
175,CP032671.1,1,1765432,1787688,+
174,CP006594.1,1,2908536,2914350,+
174,CP006597.1,1,1221436,1227251,+
174,CP030808.1,1,2038214,2044028,+
174,CP030834.1,1,2263792,2269606,+
174,CP041213.1,1,2296357,2302171,+
174,CP030810.1,1,2118354,2124168,+
174,FR733646.1,1,2307789,2313603,+
174,CP030809.1,1,2217721,2223535,+
174,FR720325.1,1,2278249,2284063,+
174,CP032671.1,1,2372832,2378646,+
173,CP006594.1,1,2438241,2442906,+
173,CP006597.1,1,2247865,2252530,-
173,CP030834.1,1,192239,196904,-
173,CP041213.1,1,286831,291496,-
173,CP030810.1,1,39281,43946,-
173,FR733646.1,1,287144,291809,-
173,CP030809.1,1,193296,197961,-
173,FR720325.1,1,286743,291408,-
173,CP032671.1,1,292162,296828,-
172,CP006594.1,1,2392888,2398054,+
172,CP006597.1,1,2292717,2297883,-
172,CP030834.1,1,237091,242257,-
172,CP041213.1,1,331683,336849,-
172,CP030810.1,1,84133,89299,-
172,FR733646.1,1,331995,337161,-
172,CP030809.1,1,238148,243314,-
172,FR720325.1,1,331597,336762,-
171,CP006594.1,1,2017954,2021124,+
171,CP006597.1,1,2669892,2673063,-
171,CP030808.1,1,460132,463301,-
171,CP030834.1,1,673553,676724,-
171,CP041213.1,1,708613,711784,-
171,CP030810.1,1,470029,473200,-
171,FR733646.1,1,709168,712339,-
171,CP030809.1,1,638423,641594,-
171,FR720325.1,1,742801,745972,-
171,CP032671.1,1,760787,763958,-
170,CP006594.1,1,1596662,1601157,+
170,CP006597.1,1,3089846,3094342,-
170,CP030834.1,1,1094209,1098705,-
170,CP041213.1,1,1128580,1133076,-
170,CP030810.1,1,890138,894634,-
170,FR733646.1,1,1128413,1132907,-
170,CP030809.1,1,1058931,1063427,-
170,FR720325.1,1,1162624,1167119,-
169,CP006594.1,1,990711,994208,+
169,CP006597.1,1,605674,609171,-
169,CP030808.1,1,1490928,1494425,-
169,CP030834.1,1,1657561,1661058,-
169,CP041213.1,1,1735530,1739027,-
169,CP030810.1,1,1519906,1523403,-
169,FR733646.1,1,1691978,1695475,-
169,CP030809.1,1,1622513,1626010,-
169,FR720325.1,1,1726204,1729701,-
169,CP032671.1,1,1812919,1816416,-
168,CP006594.1,1,685252,688406,+
168,CP006597.1,1,1992643,1995797,+
168,CP030808.1,1,2802285,2805439,+
168,CP030834.1,1,2986099,2989253,+
168,CP041213.1,1,73071,76225,+
168,CP030810.1,1,2886668,2889822,+
168,FR733646.1,1,73388,76542,+
168,CP030809.1,1,2940036,2943190,+
168,FR720325.1,1,73390,76544,+
168,CP045970.1,1,73091,76245,+
168,CP025560.1,1,68991,72145,+
167,CP032669.1,1,545681,551374,+
167,CM003382.1,1,479655,485350,+
78,CP020828.1,1,1066174,1088365,+
78,CP038642.1,1,925403,947593,-
78,CP019617.1,1,1057464,1079655,+
78,CP020833.1,1,1064287,1086476,+
78,CP032669.1,1,1089723,1111914,+
78,CP006594.1,1,1670488,1692673,-
78,CP006597.1,1,2998330,3020516,+
78,CP030808.1,1,789094,811277,+
78,CP028183.1,1,1077088,1099279,+
78,HG813249.1,1,1312576,1334767,+
78,CP046361.1,1,1047852,1070040,+
78,CP002001.1,1,1057363,1079554,+
78,CP020831.1,1,1050887,1073076,+
78,CP021174.1,1,1038551,1060741,+
78,CP030834.1,1,1002694,1024879,+
78,FM211688.1,1,1035511,1057697,+
78,CP046362.1,1,1047852,1070039,+
78,CP048401.1,1,1029597,1051783,+
78,CP041213.1,1,1037065,1059250,+
78,CP013722.1,1,471299,493490,-
