block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
87,0,0.3779085500000001,2,11,0.47368421052631576,False
88,1,0.22908127,2,10,0.39473684210526316,False
165,2,0.19905213000000005,1,6,0.2631578947368421,False
182,3,0.19796213,1,6,0.21052631578947367,False
181,3,0.19796213,1,6,0.21052631578947367,False
163,4,0.09860702000000002,2,7,0.5,False
162,4,0.09860702000000002,2,7,0.5,False
164,5,0.07683809999999999,2,6,0.39473684210526316,False
168,6,0.0455595,1,3,0.2894736842105263,False
4,7,0.04154592,1,3,0.23684210526315788,False
30,8,0.030043089999999998,1,4,0.23684210526315788,False
183,9,0.02360525,1,2,0.18421052631578946,False
180,10,0.021876939999999997,1,2,0.13157894736842105,False
157,11,0.02066014,1,2,0.05263157894736842,False
166,12,0.020597980000000002,1,2,0.05263157894736842,False
179,13,0.020301649999999997,1,2,0.07894736842105263,False
186,14,0.019530319999999997,1,3,0.07894736842105263,False
160,15,0.01940173,2,5,0.39473684210526316,False
158,16,0.01547836,1,3,0.13157894736842105,False
188,17,0.0064883,1,2,0.05263157894736842,False
66,18,0.0064172000000000005,1,2,0.07894736842105263,False
159,19,0.00638435,1,2,0.05263157894736842,False
27,20,0.0062615,1,2,0.21052631578947367,False
21,21,0.0056443,1,2,0.9473684210526315,False
167,22,0.00551472,1,2,0.05263157894736842,False
161,23,0.00536083,1,2,0.23684210526315788,False
177,24,0.00275069,1,2,0.05263157894736842,False
176,24,0.00275069,1,2,0.05263157894736842,False
175,24,0.00275069,1,2,0.05263157894736842,False
189,25,0.00021039000000000002,1,2,0.10526315789473684,False
178,26,5.166e-05,1,2,0.13157894736842105,False
199,27,0,0,0,0.10526315789473684,True
198,27,0,0,0,0.10526315789473684,True
197,28,0,0,0,0.10526315789473684,True
196,29,0,0,0,0.07894736842105263,True
195,30,0,0,0,0.10526315789473684,True
194,30,0,0,0,0.10526315789473684,True
193,31,0,0,0,0.07894736842105263,True
192,27,0,0,0,0.10526315789473684,True
191,32,0,0,0,0.05263157894736842,True
190,32,0,0,0,0.05263157894736842,True
187,33,0,0,0,0.15789473684210525,True
185,34,0,0,0,0.07894736842105263,True
184,35,0,0,0,0.07894736842105263,True
174,36,0,0,0,0.2631578947368421,True
173,37,0,0,0,0.23684210526315788,True
172,37,0,0,0,0.21052631578947367,True
171,38,0,0,0,0.2631578947368421,True
170,39,0,0,0,0.21052631578947367,True
169,40,0,0,0,0.2631578947368421,True
156,41,0,0,0,1,True
155,41,0,0,0,1,True
154,41,0,0,0,1,True
153,41,0,0,0,1,True
152,41,0,0,0,1,True
151,41,0,0,0,1,True
150,42,0,0,0,0.8947368421052632,True
149,41,0,0,0,1,True
148,43,0,0,0,1,True
147,43,0,0,0,1,True
146,43,0,0,0,1,True
145,43,0,0,0,1,True
144,43,0,0,0,1,True
143,43,0,0,0,1,True
142,44,0,0,0,0.05263157894736842,True
141,45,0,0,0,0.9736842105263158,True
140,43,0,0,0,1,True
139,43,0,0,0,1,True
138,43,0,0,0,1,True
137,43,0,0,0,1,True
136,43,0,0,0,1,True
135,43,0,0,0,1,True
134,43,0,0,0,1,True
133,43,0,0,0,1,True
132,43,0,0,0,1,True
131,43,0,0,0,1,True
130,43,0,0,0,1,True
129,43,0,0,0,1,True
128,43,0,0,0,1,True
127,43,0,0,0,1,True
126,43,0,0,0,1,True
125,46,0,0,0,1.0526315789473684,True
124,46,0,0,0,1.0263157894736843,True
123,46,0,0,0,1.0263157894736843,True
122,46,0,0,0,1.0263157894736843,True
121,43,0,0,0,1,True
120,43,0,0,0,1,True
119,43,0,0,0,1,True
118,43,0,0,0,1,True
117,43,0,0,0,1,True
116,43,0,0,0,1,True
115,43,0,0,0,1,True
114,43,0,0,0,1,True
113,47,0,0,0,1.0263157894736843,True
112,48,0,0,0,1,True
111,48,0,0,0,1,True
110,48,0,0,0,1,True
109,48,0,0,0,1,True
108,48,0,0,0,1,True
107,48,0,0,0,1,True
106,48,0,0,0,1.0263157894736843,True
105,48,0,0,0,1,True
104,48,0,0,0,1,True
103,48,0,0,0,1,True
102,48,0,0,0,1,True
101,48,0,0,0,1,True
100,48,0,0,0,1,True
99,48,0,0,0,1,True
98,48,0,0,0,1,True
97,48,0,0,0,1,True
96,49,0,0,0,1,True
95,49,0,0,0,1,True
94,49,0,0,0,1,True
93,49,0,0,0,1,True
92,49,0,0,0,1,True
91,49,0,0,0,1,True
90,49,0,0,0,1,True
89,50,0,0,0,0.9736842105263158,True
86,49,0,0,0,1,True
85,49,0,0,0,1,True
84,49,0,0,0,1,True
83,51,0,0,0,0.05263157894736842,True
82,49,0,0,0,1,True
81,49,0,0,0,1,True
80,49,0,0,0,1,True
79,49,0,0,0,1,True
78,49,0,0,0,1,True
77,52,0,0,0,1,True
76,52,0,0,0,1,True
75,52,0,0,0,1,True
74,52,0,0,0,1,True
73,52,0,0,0,1,True
72,52,0,0,0,1,True
71,52,0,0,0,1,True
70,52,0,0,0,1,True
69,52,0,0,0,1,True
68,52,0,0,0,1,True
67,52,0,0,0,1,True
65,52,0,0,0,1,True
64,52,0,0,0,1,True
63,52,0,0,0,1,True
62,52,0,0,0,1,True
61,52,0,0,0,1,True
60,52,0,0,0,1,True
59,52,0,0,0,1,True
58,52,0,0,0,1,True
57,52,0,0,0,1,True
56,52,0,0,0,1,True
55,52,0,0,0,1,True
54,52,0,0,0,1,True
53,52,0,0,0,1,True
52,52,0,0,0,1,True
51,52,0,0,0,1,True
50,52,0,0,0,1,True
49,52,0,0,0,1,True
48,52,0,0,0,1,True
47,52,0,0,0,1,True
46,52,0,0,0,1,True
45,52,0,0,0,1,True
44,52,0,0,0,1,True
43,52,0,0,0,1,True
42,52,0,0,0,1,True
41,52,0,0,0,1,True
40,52,0,0,0,1,True
39,52,0,0,0,1,True
38,52,0,0,0,1,True
37,52,0,0,0,1,True
36,52,0,0,0,1,True
35,52,0,0,0,1,True
34,53,0,0,0,0.6578947368421053,True
33,52,0,0,0,1,True
32,52,0,0,0,1,True
31,54,0,0,0,0.8947368421052632,True
29,55,0,0,0,1.0789473684210527,True
28,52,0,0,0,1,True
26,52,0,0,0,1,True
25,52,0,0,0,1,True
24,52,0,0,0,1,True
23,52,0,0,0,1,True
22,52,0,0,0,1,True
20,52,0,0,0,1,True
19,56,0,0,0,1.0263157894736843,True
18,56,0,0,0,1.0263157894736843,True
17,56,0,0,0,1.0263157894736843,True
16,56,0,0,0,1.0526315789473684,True
15,56,0,0,0,1.0526315789473684,True
14,56,0,0,0,1.0263157894736843,True
13,57,0,0,0,1.0526315789473684,True
12,56,0,0,0,1.0263157894736843,True
11,41,0,0,0,1,True
10,41,0,0,0,1,True
9,41,0,0,0,1,True
8,41,0,0,0,1,True
7,41,0,0,0,1,True
6,41,0,0,0,1,True
5,41,0,0,0,1,True
3,41,0,0,0,1,True
2,41,0,0,0,1,True
1,41,0,0,0,1,True
