strain,character_state,character_state_annotation
CP009025,0,adjacency exists
CP020885,0,adjacency exists
CM007619,0,adjacency exists
CP009007,0,adjacency exists
LN606820,0,adjacency exists
CP003778,3,inversion with 75t-42t
CP009028,0,adjacency exists
CP009022,0,adjacency exists
CP008989,0,adjacency exists
CP009010,0,adjacency exists
CP020889,2,some block is not presented
CP009034,3,inversion with 75t-42t
CP018847,0,adjacency exists
CP009013,0,adjacency exists
CP009004,0,adjacency exists
CP023285,0,adjacency exists
CP018854,0,adjacency exists
CP009019,0,adjacency exists
CP009016,0,adjacency exists
CP008998,0,adjacency exists
CP011827,0,adjacency exists
CP009040,3,inversion with 75t-42t
CP008992,0,adjacency exists
CP018858,0,adjacency exists
LN590509,2,some block is not presented
CP018850,0,adjacency exists
CP009037,3,inversion with 75t-42t
AE008923,0,adjacency exists
CP006857,0,adjacency exists
CP020882,2,some block is not presented
CM007622,0,adjacency exists
CP008995,0,adjacency exists
CP009001,0,adjacency exists
CP009031,3,inversion with 75t-42t
