strain,character_state,character_state_annotation
CP026857.1,0,adjacency exists
CP017504.1,0,adjacency exists
CP017506.1,1,complex break of adjacency
CP017535.1,0,adjacency exists
CP023046.1,1,complex break of adjacency
CP006574.1,1,complex break of adjacency
CP026858.1,0,adjacency exists
CP004752.2,1,complex break of adjacency
CP023043.1,0,adjacency exists
CP017519.1,0,adjacency exists
CP017531.1,0,adjacency exists
CP005383.1,0,adjacency exists
CP004753.2,0,adjacency exists
CP006573.1,0,adjacency exists
CP023044.1,0,adjacency exists
CP017543.1,0,adjacency exists
CP017505.1,1,complex break of adjacency
CP017523.1,0,adjacency exists
CP017548.1,0,adjacency exists
CP017537.1,0,adjacency exists
CP017549.1,0,adjacency exists
CP011098.1,0,adjacency exists
CP023047.1,0,adjacency exists
CP017539.1,1,complex break of adjacency
CP017544.1,0,adjacency exists
CP017530.1,0,adjacency exists
CP005972.1,1,complex break of adjacency
CP017534.1,0,adjacency exists
CP017533.1,1,complex break of adjacency
CP006957.2,0,adjacency exists
CP017536.1,0,adjacency exists
CP006619.1,0,adjacency exists
CP017551.1,0,adjacency exists
CP017528.1,0,adjacency exists
CP017520.1,0,adjacency exists
CP017550.1,0,adjacency exists
CP017540.1,1,complex break of adjacency
CP017491.1,1,complex break of adjacency
CP017538.1,0,adjacency exists
CP017501.1,1,complex break of adjacency
CP017532.1,0,adjacency exists
CP011099.1,0,adjacency exists
CP017524.1,0,adjacency exists
