strain,character_state,character_state_annotation
CP000381,0,adjacency exists
CP020402,0,adjacency exists
CP016654,0,adjacency exists
CP012694,3,inversion with 90h-91t
CP012392,0,adjacency exists
CP007524,3,inversion with 90h-91t
CP020401,0,adjacency exists
CP016672,0,adjacency exists
CP016660,0,adjacency exists
CP016646,0,adjacency exists
CP020422,0,adjacency exists
CP016647,0,adjacency exists
FM999788,0,adjacency exists
CP002422,0,adjacency exists
CP016682,0,adjacency exists
FR774048,3,inversion with 90h-91t
CP016680,0,adjacency exists
AL157959,3,inversion with 90h-91t
CP016883,0,adjacency exists
