block,cluster,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,mean_copies,tree_consistent
42,0,0.32956070000000004,2,6,3.8181818181818183,False
41,0,0.1648984,2,5,3.909090909090909,False
55,1,0.0005803900000000001,1,4,1.5909090909090908,False
2,2,0.0005803900000000001,1,4,5.590909090909091,False
54,1,0.00047700999999999993,1,4,1.6363636363636365,False
57,3,0.00023888000000000002,1,3,1.0454545454545454,False
59,4,0,0,0,1,True
58,4,0,0,0,1,True
56,5,0,0,0,1.0454545454545454,True
53,6,0,0,0,1,True
52,6,0,0,0,1,True
51,6,0,0,0,1,True
50,6,0,0,0,1,True
49,6,0,0,0,1,True
48,6,0,0,0,1,True
47,6,0,0,0,1,True
46,6,0,0,0,1,True
45,6,0,0,0,1,True
44,7,0,0,0,1,True
43,7,0,0,0,1,True
40,7,0,0,0,1,True
39,7,0,0,0,1,True
38,8,0,0,0,1,True
37,8,0,0,0,1,True
36,8,0,0,0,1.0454545454545454,True
35,8,0,0,0,1,True
34,8,0,0,0,1,True
33,9,0,0,0,1,True
32,9,0,0,0,1,True
31,9,0,0,0,1,True
30,10,0,0,0,1,True
29,10,0,0,0,1,True
28,10,0,0,0,1,True
27,10,0,0,0,1,True
26,10,0,0,0,0.9545454545454546,True
25,10,0,0,0,1,True
24,10,0,0,0,1,True
23,10,0,0,0,1,True
22,11,0,0,0,1,True
21,11,0,0,0,1,True
20,11,0,0,0,1,True
19,11,0,0,0,1,True
18,11,0,0,0,1,True
17,11,0,0,0,1,True
16,11,0,0,0,1,True
15,11,0,0,0,1,True
14,11,0,0,0,1,True
13,11,0,0,0,1,True
12,11,0,0,0,1,True
11,11,0,0,0,1,True
10,11,0,0,0,1,True
9,4,0,0,0,1,True
8,4,0,0,0,1,True
7,4,0,0,0,1.0454545454545454,True
6,4,0,0,0,1,True
5,4,0,0,0,1,True
4,4,0,0,0,1,True
3,4,0,0,0,1,True
1,4,0,0,0,1,True
