strain,character_state,character_state_annotation
CP065432.1,0,adjacency exists
CP026711.1,0,adjacency exists
CP015364.1,0,adjacency exists
CP018254.1,0,adjacency exists
CP033768.1,2,some block is not presented
CP018332.1,0,adjacency exists
CP059040.1,0,adjacency exists
CP015121.1,0,adjacency exists
CP045110.1,0,adjacency exists
CP046654.1,0,adjacency exists
CP027611.1,0,adjacency exists
CP051862.1,2,some block is not presented
CP047973.1,0,adjacency exists
CP021347.1,0,adjacency exists
CP033243.1,0,adjacency exists
CP046898.1,0,adjacency exists
