block,species,chr,chr_beg,chr_end,orientation
110,CP008787.1,1,1372815,1380094,+
110,CP012149.1,1,1337727,1345006,+
110,CP001900.1,1,1337714,1344992,+
109,CP017229.1,1,1342835,1351679,+
109,CP015209.1,1,1388109,1396951,+
109,CP017456.1,1,1380019,1388862,+
108,CP012216.1,1,1667627,1679741,+
108,CP023446.1,1,1742246,1754371,-
108,CM000855.1,1,1678969,1691197,+
107,CP012216.1,1,1662266,1667626,+
107,CP023446.1,1,1754373,1759734,-
107,CM000855.1,1,1704785,1710025,+
106,LS483295.1,1,692878,698375,+
106,LR134530.1,1,870757,875999,-
105,CP000768.1,1,1338482,1344258,+
105,LS483295.1,1,415835,421613,-
105,LR134359.1,1,411250,417026,-
105,CP027403.1,1,1584784,1590560,+
105,LR134530.1,1,418974,424749,-
104,CP000768.1,1,651080,658315,+
104,CP027403.1,1,897399,904632,+
103,CP000768.1,1,637468,646678,+
103,CP027403.1,1,883789,892997,+
102,CP000768.1,1,628298,637467,+
102,LS483295.1,1,1038400,1047555,-
102,CP027403.1,1,874621,883788,+
101,CP000768.1,1,607469,616970,+
101,LS483295.1,1,1058316,1067775,-
101,LR134359.1,1,995624,1005143,-
101,CP027403.1,1,853793,863294,+
101,LR134530.1,1,1144012,1153472,-
100,CP019838.1,1,1390867,1395956,+
100,CP017229.1,1,1620665,1625801,+
100,CP015209.1,1,1666053,1671189,+
100,CP022076.1,1,158596,163685,+
100,CP017456.1,1,1657741,1662877,+
100,LN831025.1,1,1757391,1762480,+
99,CP019838.1,1,1110251,1117359,+
99,CP022440.1,1,1351137,1358245,+
99,CP022076.1,1,1646409,1653517,+
99,CP005388.1,1,1362159,1369268,+
99,LN831025.1,1,1476776,1483884,+
98,LR134502.1,1,1345870,1353325,+
98,LR134507.1,1,1346649,1354103,+
97,CP012217.1,1,1148660,1156993,+
97,CP012221.1,1,965761,974094,+
97,CP017860.1,1,1002891,1011224,+
97,CP019838.1,1,633277,641610,+
97,LR134497.1,1,998221,1006554,+
97,CP017029.1,1,962162,970495,+
97,CM000855.1,1,595405,603709,-
97,CP017863.1,1,924354,932687,+
97,CP022076.1,1,1169446,1177779,+
97,LN831025.1,1,1001808,1010141,+
97,CP041584.1,1,1007328,1015659,+
96,CP006851.1,1,1291505,1299703,+
96,CP000768.1,1,303317,311572,-
96,CP027403.1,1,549655,557910,-
95,CM000854.1,1,1462002,1482889,+
95,CP012216.1,1,452087,472929,+
94,CP000025.1,1,1514013,1521167,+
94,CP023866.1,1,78090,85244,+
94,CP001960.1,1,1417468,1424622,+
94,CP034393.1,1,1491394,1498548,+
93,CP000814.1,1,1343432,1352537,+
93,CP012211.1,1,1276898,1285892,+
93,CP022080.1,1,158461,167457,-
93,CP022470.1,1,1376643,1385637,+
92,CP012214.1,1,1294696,1302089,+
92,CP019965.1,1,1349150,1356536,+
92,CP020045.1,1,1354738,1362124,+
92,CP017862.1,1,1513077,1520470,+
92,CP028911.1,1,1350951,1358337,+
91,CP014744.1,1,721559,727166,+
91,CP007188.1,1,164115,169598,-
91,CP007188.1,1,292991,298474,-
91,CP007188.1,1,1373231,1378714,-
91,CP007188.1,1,1757961,1763444,+
91,CP012221.1,1,1062956,1068439,+
91,CP012211.1,1,1432465,1437948,-
91,CP006006.1,1,159442,165209,-
91,LR134359.1,1,9360,14809,-
91,LR134359.1,1,383476,388928,-
91,LR134359.1,1,1169203,1174648,-
91,LR134359.1,1,1885319,1890760,-
91,CP017862.1,1,464417,469900,-
91,CP017863.1,1,1593011,1598618,+
91,CP023543.1,1,229576,235183,-
91,CP023543.1,1,622391,627996,-
91,CP001960.1,1,648076,653556,+
91,CP045789.1,1,229578,235185,-
91,CP045789.1,1,622307,627914,-
91,CP045789.1,1,1746128,1751735,-
90,CP014742.1,1,1559530,1567448,+
90,CP014744.1,1,1406891,1414809,+
90,CP053659.1,1,1377654,1385572,-
90,LR134497.1,1,1526587,1534509,+
90,CP017031.1,1,1382523,1390444,+
90,CP047478.1,1,854211,862132,-
89,CP007192.1,1,1610668,1624154,+
89,CP007191.1,1,1605302,1618788,+
88,CP007192.1,1,1367578,1374060,+
88,CP007193.1,1,1367573,1374055,+
88,CP006687.1,1,1364629,1371111,+
88,CP006688.1,1,1364627,1371109,+
88,CP006709.2,1,1442701,1449141,+
88,CP007188.1,1,1512507,1518968,+
88,CP007191.1,1,1362213,1368695,+
88,CP012217.1,1,1579268,1585729,+
88,CP020776.1,1,1497780,1504262,+
88,CP023867.1,1,905737,912203,-
88,CP006685.1,1,1364639,1371121,+
88,CP007751.1,1,1400537,1406977,+
88,CP022439.1,1,1368813,1375294,+
88,HE978252.1,1,1364640,1371122,+
88,CP022077.1,1,188354,194841,-
88,CP028910.1,1,1407137,1413577,+
88,CP006689.1,1,1364640,1371122,+
88,LS483362.1,1,1364623,1371105,+
88,AL111168.1,1,1364640,1371122,+
88,LR134511.1,1,1364440,1370943,+
88,CP047480.1,1,1053460,1059900,+
88,CP047477.1,1,1002411,1008877,-
