block,species,chr,chr_beg,chr_end,orientation
83,CP010058.1,1,1681881,1697038,+
83,CP012206.1,1,1625572,1640743,+
83,CP012210.1,1,1582706,1597877,+
83,CP007192.1,1,1644888,1660044,+
83,CP007193.1,1,1614005,1629161,+
83,CP014742.1,1,117112,132266,+
83,CP014744.1,1,1644402,1659556,+
83,CP012214.1,1,1522923,1538077,+
83,CP012220.1,1,1498287,1513457,+
83,CP000814.1,1,1599145,1614316,+
83,CP000025.1,1,1746849,1762004,+
83,CM000854.1,1,8613,23767,+
83,CP006687.1,1,1610991,1626147,+
83,CP006688.1,1,1610989,1626145,+
83,CP006709.2,1,1689030,1704186,+
83,CP006851.1,1,1661108,1676262,+
83,CP007188.1,1,1791075,1806231,+
83,CP007189.1,1,1600507,1615678,+
83,CP053659.1,1,1655770,1670924,+
83,CP007191.1,1,1639522,1654678,+
83,CP012217.1,1,513616,528771,+
83,LR134502.1,1,1605056,1620227,+
83,CP012221.1,1,1690694,1705847,+
83,CP017860.1,1,1695771,1710941,+
83,CP019965.1,1,1585930,1601101,+
83,CP019838.1,1,1367872,1383042,+
83,CP012696.1,1,1605364,1620518,+
83,CP028912.1,1,1603730,1618884,+
83,CP020776.1,1,1744104,1759260,+
83,CP000768.1,1,1815137,1830286,+
83,LR134497.1,1,1773502,1788673,+
83,CP012211.1,1,1563859,1579030,+
83,CP006006.1,1,808711,823865,+
83,LS483295.1,1,1699742,1714894,+
83,CP022080.1,1,1516189,1531342,-
83,CP023867.1,1,650647,665803,-
83,CP017029.1,1,1681813,1697678,+
83,CP006685.1,1,1611001,1626157,+
83,CP022470.1,1,1631842,1647013,+
83,CP022440.1,1,1589341,1604511,+
83,CP007751.1,1,1646731,1661887,+
83,CP012213.1,1,1541450,1556621,+
83,CP012216.1,1,709288,724442,+
83,CP020045.1,1,1591538,1606709,+
83,CP022439.1,1,1615171,1630327,+
83,LR134359.1,1,1431931,1447078,+
83,HE978252.1,1,1611001,1626157,+
83,CP023446.1,1,53909,69065,-
83,CP017862.1,1,49605,64759,+
83,CP017031.1,1,1622275,1637429,+
83,CP017229.1,1,1598817,1613989,+
83,CP010307.1,1,1644118,1659274,+
83,CP012689.1,1,1634702,1649874,+
83,CP028911.1,1,1587740,1602911,+
83,CP008787.1,1,1622731,1637902,+
83,CP022079.1,1,1605684,1620838,+
83,CP022077.1,1,1574793,1589949,-
83,CP015209.1,1,1644205,1659377,+
83,CM000855.1,1,1607906,1623054,+
83,CP017863.1,1,1677415,1692570,+
83,CP027403.1,1,216374,231523,+
83,CP023866.1,1,310917,326072,+
83,CP028372.1,1,1656827,1671981,+
83,LR134530.1,1,1733077,1748230,+
83,CP023543.1,1,1270726,1285880,+
83,CP007190.1,1,1600508,1615679,+
83,CP028910.1,1,1653600,1668756,+
83,CP001876.1,1,1608395,1623551,+
83,CP001960.1,1,1650382,1665537,+
83,CP022076.1,1,135601,150771,+
83,CP006689.1,1,1611002,1626158,+
83,CP045789.1,1,1270655,1285809,+
83,CP023343.1,1,1491081,1506251,+
83,CP012149.1,1,1587653,1602824,+
83,HG428754.1,1,1640321,1655492,+
83,CP014344.1,1,1619572,1634726,+
83,LS483362.1,1,1610984,1626140,+
83,CP012224.1,1,1583029,1598202,+
83,CP047478.1,1,607515,622669,-
83,LR134507.1,1,1605576,1620747,+
83,CP034393.1,1,1723317,1738472,+
83,AL111168.1,1,1611001,1626157,+
83,CP017456.1,1,1635893,1651065,+
83,CP047484.1,1,1562261,1577415,+
83,LR134511.1,1,1610822,1625978,+
83,CP001900.1,1,1587639,1602810,+
83,CP047480.1,1,1298488,1313660,+
83,CP012690.1,1,1634703,1649875,+
83,CP005388.1,1,1606199,1621356,+
83,CP047477.1,1,748655,763827,-
83,LN831025.1,1,1734396,1749566,+
83,CP022559.1,1,1618023,1633179,+
83,CP006686.1,1,1611000,1626156,+
83,CP045048.1,1,1776942,1792112,+
83,CP041584.1,1,1714131,1729285,+
83,CP002029.1,1,1634974,1650146,+
